rpid,name,content,like,rcount
2088545986,干小航,"修炼爱情
我好想你
你就不要想起我
哪里都是你
伤心的人别听慢歌
其实都没有
稳稳的幸福
亲爱的路人
山丘
致青春
时间煮雨
手掌心
被驯服的象
你还要我怎样
模特
房间
董小姐
终于等到你
好好说再见
爱一点
旅程
我的天空
你把我灌醉
我们都忘了
他不懂
未完的承诺
被自己绑架
违章动物
七秒钟的记忆
不要睡懒觉
裂缝中的阳光",77,6
2091091021,机智的适欲,B站很少看到做2013年的，都是做到12年结束的，虽然我自己也做过，但看完这个视频还是得说，质量比11和12年高，跟09 10年一个水平，当然了跟03-08年还是有差距的,83,3
2090702264,机智的适欲,有一说一，薛之谦人不评价，我骂了粉丝会骂我，我不骂路人会认为我洗白，所以人品我一点不会评价，但这年的专辑-意外，的确是他最好听的一张，当年也是循环过的,62,15
2088618657,3岁的大男孩儿,我觉得喜欢老歌的95后包括00后应该不在少数，但是一些老歌渐渐变成小众音乐真的蛮可惜的，我希望UP尽可能可以做一下，虽然可能画质会是非常感人，但我还是希望会有类似的视频出现,52,4
2093710873,-Kuzco,周杰伦的歌在00后还是很受欢迎的,2,0
2121347182,满口金句吴站长,我是00后，挺喜欢周杰伦，许嵩，jj的,0,0
2683241287,吟游诗人ssyyyc,00后也很喜欢陈奕迅啊,0,0
3199036666,骑车车娶媳妇,01年，有个90后的姐姐，感谢她让我听到这么多优秀的歌[鼓掌],0,0
2096746358,月胧间,嵩大的《违章动物》矗立在一堆情爱歌曲里面[doge],48,4
2088852339,封尘77,其实现在乐坛好歌也很多的，只是大神少了而已，主要是以前发行渠道少，很多小创作歌手都是把好作品卖给了大神唱了的，比如李荣浩就给很多大神写过歌，而现在网络发型渠道多了，小创作歌手就自己发了，被供养的大神数量就少了,47,4
2088534737,蛤哈呵哈,许嵩许嵩[惊喜],47,3
2099367799,Preordain,我寻思这些歌不都很优秀  贬低的人请问你每天听的什么神曲可以告诉我吗[微笑],31,3
2093374034,梦落海棠,薛之谦那几首很好听，我作为谦友不求大家夸赞，但起码不要贬低吧？那几位弹幕里面哔哔赖赖的有没有学过弹幕礼仪？？？,29,4
2095411059,龙城飞将lzf,做个个人评价，13年的歌的质量还是很高的，也是陪伴我度过高中时代的歌，但是，从里面也能看的出来，有些歌的质量开始下滑了。可能是自己的审美观的原因吧。炸鸡这首歌到现在还是不喜欢，欣赏不来。QQ音乐三巨头从这三首歌也能看出来，出现了分化，都有了自己的创新，不过相对来说，三巨头更喜欢许嵩。希望UP主能分享更多的音乐，能够让我在歌荒的时候，有个歌单能够聆听,26,1
2092167403,你好雨皱,嘲讽三巨头的人 你是多高尚？,51,0
2088667236,海宇榝,[小电视_困惑][小电视_困惑][小电视_困惑]所以我以为是老歌其实就是最近几年的？那我有点期待还有什么歌我以为是老歌其实是这几年的歌了[小电视_笑],21,3
4749287203,简桉__,嘲讽三巨头？你时尚 你不土  只是他们爆火在非主流时代罢了 但你不能说他没实力 现在所谓偶像在他们火的那个年纪谁有几首自己作词作曲的歌  徐良现在虽然基本退幕后了 但去翻翻人家歌 哪首不是自作词曲自己唱 哪首不是爆火 踩得未免也太明显了 看不起啊？你行你上？一群小学作文都写不顺溜的玩意儿  再看看他们的歌 哪首像现在所谓红的神曲一样狗屁不通全靠押韵,18,0
2094299886,车神飙车我修路,我寻思薛之谦打不打胎跟我没关系，歌好听就行了啊。,6,0
2091530113,哟哟哟你们好污,虽然我不太喜欢评论的，看到最多的就是说薛之谦渣男，胎男的，我觉得我们都不是当事人，又有什么资格去评论，因为你并不确定，谁对谁错，其中真假。眼见都不一定为真，何况是现在真假难辨的网络媒体呢？,28,1
2120606409,xSensei,"我寻思着这视频不是来听歌的？ 
弹幕里踩的人怕是当年这些歌单曲循环哦？
但是当年确实火啊。
你现在可能觉得这些歌没档次 可是都说了是之前的歌了。
而且你有什么资格可以去贬低呢？",4,0
2091618567,蚂蚁酱zby,突然感觉凤凰传奇的歌还蛮有味道的,15,1
2088896874,月痕寂寥,坐等打到9102[蛆音娘_吃瓜群众],4,0
2092084204,全昭旻kiyo,违章爱情不是情歌，它是这个大时代抹不去的小心酸,14,3
2088742706,神清气爽王某人,想起一四年才是真正的好笑，00后的十四岁是小苹果和滑板鞋,5,1
2090188440,洛辰喵,这个不好，那个不好，能不能在评论区说，弹幕是人看的，不是给狗看的，别污染弹幕，就因为你们这样，现在弹幕都是一群低智商的，上面都要求关掉弹幕，还不是你们搞的，我看视频，看番剧从来不发弹幕。主要还是因为懒,13,0
4686311149,悠闲的叮当,林俊杰现在年年杀疯啦[干物妹！小埋_拜托了哥哥],3,0
3971327165,我单身我骄傲,周董发福倒计时。。。[笑哭],3,0
3018203630,纯真一刻胜一生谎言,本来只是来听听歌，但弹幕基本是对人不对歌,13,1
2683257896,吟游诗人ssyyyc,大家撇开某广告，稳稳的幸福还是很好听的[笑],8,1
2494802450,盲目吃鱼的阿撒托斯,什么年代了还有人对音乐风格抱有偏见，有些人觉得听了几首歌就优越感爆棚，歧视别人非主流。那我听过巴赫是不是要歧视所有人低俗？我听过很多民族歌曲和戏曲是不是要歧视所有人没文化？不知那些自以为高贵的贵族都听什么？可否拿出来和我们共享一下,3,1
2367553918,西恩星,虽然b站现在越来越火我很开心，但是这都进来了些什么人呀。动不动就呕，爬。你不喜欢这个歌手是你的事，你认为他的人品不好是你的事，你觉得不好听也是你的事。但是请你不要在弹幕这种公开场合宣泄你的情绪，你自己开心了就非得让别人不痛快吗？自我中心，己利至上？。b站这个弹幕网站是你倾泻垃圾情绪的垃圾厂吗？你要让所有看到你弹幕的人心情不好吗？你要做一个垃圾人吗？这已经是低素质行为了，你还要不厌其烦的发。真就当网络上不露面就不用负任何责任，就可以随心所欲吗？那请能明辨是非，随意评判他人的你，买张票去他的演唱会当面骂他，这不是更能引人注目吗？胆小鬼们！,12,1
2285474765,晴枫_Kae,弹幕一口一个口区真是高尚[微笑],7,0
2178119707,吾昔归,有的弹幕真的是恶臭呢,3,0
2156898534,凶残大猫,只要青峰跟绿团一直在，就还有希望,3,0
2110442780,诀罚,up主用心了，可以在10年后找到好歌[doge],3,2
2101674385,夜雨时吧,一群人在这bbnm呢，好听就是好听，不好听就是不好听，一个时代的人都有陪伴一个人一个年代的歌，每个人的看法不一样。还有只听谣言的人在视频里逼逼赖赖，在这个视频里，只论歌不论人，行么，贵族们？,3,0
2100249881,Rylai丶,弹幕区贝多芬和评论区莫扎特还真的是严格呢[微笑],3,0
2089416351,米斯特J_,13年真的没有发专辑，哪里都是你是12年12月28日十二新作里的，然后就是14年12月26日的哎呦，不错哦,9,1
2089251754,艾伊卡_,"“亲爱的朋友，你该不会是那个人吧”
“波爷中医 今天打折”
“为了亲爱的你 我们出海打拼”
“悄悄被酝酿 这天台的月光”
有一种美好 上有天堂 下有天台
今年暑假 歌舞升平

对不起我又来了 多年以来不离不弃就是我
求看得懂的真粉一个赞[微笑]",8,0
2088987444,壹個橘子,能打的就那么几个人啊！,12,0
2088841194,布淩晗,13年整体还不错。,3,0
2088802685,誓约的提提丝,等19年的说好不哭[滑稽],11,0
2088698401,遛了只狗,13年还不错啊,7,0
2088513463,可乐会咕噜,有辣个男人吗,8,3
2088509282,柒丶慕,修炼爱情,3,0
3191851825,飞羽未央,"一群高贵气质的差人 在处罚违章动物
（一群道貌岸然的豺狼 在啃咬愚蠢动物）",6,0
2088508909,往我的肾反区猛攻,必须是菜鸡互啄啊,4,0
2088781638,yooruaaaaaa,为什么这么好的up主只有这点粉丝[妙啊],6,0
2088908092,-悦-,等个14年的火星大魔王华晨宇[害羞],5,0
2088694627,马不贪,已经过去那么久了么？我老觉得就发生这两三年前,6,0
5139864367,Makise-Cris,这一波创作型网络歌手之后华语乐坛就拉了，一直到现在,2,0
5034001086,才不喜欢工囗H呐,06年50多首全部都听过，13年确实有好歌，但还有部分没怎么听过的加起来勉强才凑了40多首，可见质量真的降了[辣眼睛],2,0
4336138398,97lei,13年的质量有点高啊，10年内最佳没得跑,2,0
4138550755,seventrys,内地崛起了,2,0
3587625807,钟宥一日,感觉这年的质量比11，12高很多诶,2,0
2798268442,高贵冷艳黑猫警长,"幼稚园杀手的《一个人》2012年7月，再搜搜德国歌曲《Waerst du immer noch hier》，都比你的HALL OF FAME早。
像不像没用，许巍的青鸟96年的歌曲，生物股长的青鸟是2008年的，而且也很像，B站动漫音乐高手快点去空耳鉴定抄袭。",2,0
2257811224,CcCcC啦啦啦,eason的the key  就被这么忽略了  真正的神砖被盖在稳稳的幸福下面真的很难受,2,1
2246647753,微冷deisu,许嵩该怎么说呢，他就是一个意外的集合体，你只要愿意总能在他的身上发现各种意外收获，正如专辑《寻宝游戏》所说一样，不去了解许嵩的喷他其实都能接受，但为什么总有人和喷许嵩的对线呢？也许你应该去搜一些关于许嵩的为数不多的各种资料，你不一定会喜欢上他，但是很少会有人对他这种人产生反感的情绪绝对是真的,5,0
2235340344,招晦险肾二狼真菌洋碱,在我心中留下足迹的徐良也在华语乐坛留下了足迹[支持],2,0
2208139093,哒文奇,讲真13年的这些还是挺能打的,5,0
2172588406,独缺余温,up颇为欣慰，凤凰终于又出歌了,2,0
2134527636,zy91527,13年的歌除了时间煮雨以外 其他歌曲印象都不太深刻,2,3
2131458725,我是井波,必须是神仙打架,2,0
2125881847,超级甜甜-,天呐2013这么多耳熟能详的歌？？！！,2,0
2118138209,nexs孤门,我想为南征北战说一句，人原唱都说不像还在这喷汉化组，有意思吗？跟风也要有个限度,2,0
2116369413,空無題,可以只能评论歌吗？人的事bb那么多干嘛,2,0
2111388988,灼眼夏娜の菠萝包,对，弹幕真的智障，他觉得nzbz抄袭，那他们先可以听听更早的幼稚园杀手的一个人 ，比那个英文歌还早。,2,0
2105461361,Dr-良言,山丘,2,0
2102237696,Dtddhd,爬你妹呀，天天爬不烦吗？,2,0
2093511289,万能yxl,其实真的想早出生10年8年的，这样就可以听着这些歌长大了，每次听着这些歌都会感觉非常美好，心里充满了满足。听这些歌就知道你们童年过的非常快乐，没有现在的低头族，好羡慕你们啊啊啊,2,0
2092214770,还今皆度,感觉质量比上一年高,2,0
2091506616,壹個橘子,up加油！再更几个视频我就可以听 《鸡你太美》《大碗宽面》画个龙了,2,0
2091178093,叽叽然,想组纯唱歌的ktv局，跟着up主的歌单来，想唱的上去抢麦hhh,2,0
2090588554,迷之鉴而纯无华的异游,虽然整体没有以前燃了，也没那么了，但是注意，2013年的字幕变得没有那么奇怪了，节奏也变得更精彩，台词词义也变清晰了，说实话，那些老歌变小众的原因就是内容很迷，不是说不好听，而是节奏太奇怪了，这些老歌放在以现在当下才是该死，剩下的都是经典，不过那些歌也很可惜，因为时代原因没把这些东西传承下去。。。,2,2
2088908184,皮加班呢,这一年真的很强,2,0
2088848943,HTT平泽唯Yui,13年啊？刚好初二，遇到了我这一辈子都不想离开的女孩子,5,0
2088833094,文通事故video,又是我，我先来！编年体up主！[吃瓜],2,1
2088756196,血色kkk,13年还是神仙啊,2,0
2088562132,谜画塔,看前先投币[蛆音娘_滑稽]我就知道质量奇高[小电视_赞]话说UP有没有在哪个APP上有完整的这些歌单,2,0
2088552516,饺咋,啊啊啊啊啊啊啊啊啊！！！,2,0
106713427632,想拿国家奖学金,科学无国界，听歌不看人，除非人品真的太坏了,2,0
106332739952,春困秋乏zZ,缺的是作曲  只是唱 普通人分不出那些专业歌手水平[吃瓜],2,1
3320085227,三玖天下第一呀-,真tm恶心这个弹幕,5,0
5318184843,Kiangjiu,这一年不错啊,1,0
4755109987,夏目漱石不吃鱼,承包开头的喜碧夫人,1,0
4642082937,钝角三角形的直角,弹幕戾气重得一比，不知道咋了,1,0
4138556008,seventrys,神仙打架,1,0
4110998315,我明天一定三连,内地崛起,1,0
3957828026,cyqwer123,13年的这些歌真的还挺火的，现在也还流行。,1,1
3939585775,id至上,13年还是很多现在也蛮流行的（各种节目会表演会唱）没想到啊,1,0
3735055556,YZT晓,周董招您惹您啦？[疑惑][疑惑]乐谱都看不懂还能评价这首歌那首歌拉跨？[嫌弃],1,0
3547331291,排骨教主,这年质量真高,1,0
3502628934,在孤洲,13年感觉还是不错的，而且有新火的歌手李荣浩那些啊,1,0
2493940272,啾啾无敌呀,杰哥我的青春呀,1,0
2357353170,Iria,哪里都是你是十二新作里的啊，不是天台原声带啊,1,0
2246503357,咸鱼啊道,居然没有锦鲤抄,1,0
2228874948,爱情就像飓风,太多歌手或者艺人公司打造开始流水线化，很多歌手声音开始模糊化，开始林俊杰周杰伦风格！,1,0
2188751369,麴璠祎,我觉得...老薛声音和唱功都挺好的啊....[笑哭][笑哭][笑哭],1,0
2184185358,一时的错过,凤凰传奇才是童年，唯一买过的专辑就是他们的，唯一会唱的歌就是自由飞翔，没伴奏不跑调,1,0
2158259986,饲养员赵大叔,UP主的这个合集我是倒着听的，实话13年之后像断层一样，整体崩溃式下滑，13年总体还算能打的了，不能带着有色眼睛看[调皮],1,0
2136949772,小蓝猫E,服了放最后几首歌时的那些评论。看不起乡下人？看不起农村？看不起土味？就和辣阴那种人一副德行！[呆][呆][呆],1,0
2129451398,雾雨梓,老歌基本都听过，因为都是长大了回去听的。但是这些青春时候听的歌就很有趋向性了，有些歌只知道名字而有些歌已经单循到烂了。,1,0
2108377777,豆腐YesIDo,up有做14年的吗，提名华晨宇烟火，刚出的时候网吧qq音乐随手点的，耳目一新的惊艳。没想到17年火了。,1,0
2104907578,没什么不可以的,开头就是王炸,1,0
2093696543,百合花绣,那肯定是神仙打架。,1,0
2092833279,醉醺吖,都9102年还说nzbz汉化?  人均天龙人呗,1,0
2092737496,功率单位学家卢十瓦,还是前辈在撑场面，新生代还是不行啊,1,0
2092695966,冰蓟ゞ,有多少跟风黑薛之谦的,1,0
2092176363,开老车的新司机,12—14的中国好歌曲 以及音乐综艺完全可以做两集,1,1
2092175480,凛桑丶,许嵩那个高音我不太行[呆],1,0
2091592845,HiMrPostman,打来打去 还不是之前那些人。。。,1,0
2089396004,米斯特J_,13年杰伦没有发专辑啊，这些都是12年杰伦十二新作里面的,1,0
2089084596,叁块给你买麻吉,不是没有好歌  但是歌的总体质量不如以前了,1,0
2089036359,风陵渡口终生误,每年都神仙打架  看都看烦了,1,0
2088810720,明难封,大部分都没听过，可能是真的老了😔,1,0
2088769159,erisbear,大家都走下坡路了，剪刀手也出现了。,1,0
2088612129,无情剑客痴情郎,"12年，那是难忘的一年。还记得那是一个炎热的下午，心悸了一下午终于等到了放学。就在她要走那一刻，我大声喊住了她的名字，她转身微笑的看着我，仿佛在等我对她说出那句话。那神圣的一刻，我终于鼓起勇气大声的对她喊出""我爱你，祖国""。几天后她转校了。在那个青春绽放的时候，我欠她一句""雷舒雅，我爱你""。因为我知道不会有什么结果，与其离别时的伤感，还不如将这份爱永远封存。这样你明白我爱你，我也明白你想我。咦！不好意思走错片场了。。。。。",1,0
2088572856,自信放光芒c,人来人往，能打的还是只有那几个。新人层出，代表作还是耳熟能详，其他的就不好说了。,1,0
2088551177,梦里寻谁身影,五月天啊啊啊啊啊,1,0
2088533819,反手一个煤气罐呸,等一个课代表,1,1
2088516598,MLP-林人,好听就完了,1,0
115113882880,浅水凌灵,真替现在的孩子感到难过啊 没有什么陪伴青春的歌手与歌 [doge],1,0
109661423936,FREEBURN,敢问弹幕大神除了会在弹幕里阴阳怪气的装比还会干嘛？哦，我忘了，你们还会敲键盘，呵,1,0
2094991970,旧忆星语,虽然还是神仙打架的那一批人，但感觉这些作品传唱度都不高啊,2,0
3684877796,minge999,菜鸡互啄,2,1
2150812721,难得之货使人行妨,有一个大发现，为啥只有许嵩敢写批判社会现象的歌？,3,4
4808961454,爱吃团子的汐,我想到了一个词：回光返照,1,0
2157630282,可是那然后呢_,我的天空虽然是汉化 但是歌词填的真的很好，知道是汉化后我还是喜欢听,1,1
2139091990,巳酉江桓,我是真没看懂，为什么对于谋吸毒的人你们不喷，对那些个人私生活作风不良的你们却在那刷屏，要不你们就都喷，要么就静静听歌，反正我是把那些恶意刷屏的都举报了,1,0
2125953825,返魂香墨染青丝,歌曲不只是歌曲 还是回忆 ····有的人永远不懂摆出了一副上知天文下知地理的·····算了 B站人均贵族  惹不起,1,0
2111359415,90后怀旧小白,讲真只有10，11，12，38，43够经典，现今天在街上都能听到。,1,0
2102760369,西棠18号街,B站弹幕网到2019描逐渐崩了，我就搞不懂有些人，进来能看完的，基本上都是同一个年代的吧，现在没有30也有20多了，怎么还敲着键盘，这个不行那个不算，自己什么玩意自己都不清楚，一点素质都没有。,1,0
2088532027,八戒么么哒丶,年年双杰封神嘿嘿,1,0
2088524362,Hi好朋友,来了来了,1,0
2088523585,洛叶筱潇え,[妙啊][妙啊],1,0
2155530409,公主环是殿下啊,非要许嵩徐良汪苏泷一起放吗 我寻思差距真的蛮大的 许已经不止在唱小情小爱了[捂脸],2,1
99936402672,开岁-knight,《丑八怪》也是2013的,0,0
97457433296,聽I这一季雨落,[嗑瓜子][吃瓜][doge],0,0
96400795328,Juergen-东东,只听慢歌的落后份子来听jolin的高级舞曲，你听得懂才怪，实名制鄙视👎,0,1
95738218208,无辣不欢hh,里面光吴青峰写的都四首,0,0
95505529680,阿特雷耀-,听不懂了我才二十 这些歌都是啥,0,0
95169810336,该玩家已经成仙,原来如此，网络歌手从13年开始接盘,0,0
95152669216,ElderPolo,回光返照,0,0
93715446304,折原封鳴,"卧槽，弹幕有人问“我的楼兰”，泪目了，在宿舍放，舍友说像是她妈妈会听的歌[tv_笑哭]我的楼兰质量绝对高，云朵的嗓音和高音都是那么纯粹，像极了她的师父刀郎。
她在唱这首歌的时候唱出了磅礴的感觉，虽然是“你”的第二人称，但直指楼兰，纯粹的嗓音里唱的楼兰就像应该一个你的古老村落，远处沙漠，伴着深夜里的满月，深情又昂扬，淳朴的就像信仰一样（每次听都有种热爱着祖国的联想产生）。
太美了，和月牙湾遥遥相望，古老神秘的画卷都展开了，仿佛丝绸之路就在眼前。",0,0
5681282932,蓝胖子的龙猫,为啥没有后弦的歌，《单车恋人》《姑苏城外的微笑》。比许嵩的词更加美。,0,0
5681244465,蓝胖子的龙猫,果然烂片出神曲。哈哈哈。,0,0
5673854750,破站小动摇,第588,0,0
5651669697,夜行三千里,最能打的歌依旧由最能打的人唱着,0,0
5240154328,同志们好辛苦了啊啊啊,山丘，永远的神,0,0
5036174984,小花阳丶,后面越来越多的歌没听过了,0,0
4980857137,reliableee,越来越不能打了[哈欠][哈欠][哈欠],0,0
4862787075,莫甜谙,基本都没听过 应该这年开始转听车万歌曲。,0,0
4782626022,清香硫化氢,一路看过来，好像基本一直就那几个人[笑哭],0,0
4768796507,今天也喜欢阿银,13年明显又回来了！,0,0
4653285884,J0良J0影,感觉到2021年能打的大部分也是这些人，现在新起的都是男团，没作品只有流量...,0,0
4583276144,acacia杖尔看南雪,春风沉醉的晚上遇见你，从此东南西北风一样了，清晨也是夜晚了，不像你也是想你了。,0,0
4136466748,弹唱i,啊啊啊啊啊,0,0
3958100360,cyqwer123,凤凰传奇的歌我其实最喜欢奢香夫人,0,0
3684672466,张楚寒的arsene皮皮虾,好家伙 神仙打架,0,0
3680295189,暧昧丶潴潴,我是真没想到2013质量会这么回升，经历了前几期我以为就那样结束了。。结果发现我喜欢听的歌这一年蛮多的~,0,0
3473989668,蟋蟀知秋早,神仙打架,0,0
3114448960,J凡fanfandanfan,靠！弹幕气死我了！！！！杰伦的哪里都是你哪儿不行？？？？是自己没听过吧！！靠这首超级香好吗！一开始就是一般 但是越来越香啊好好听几遍啊！！！！,0,0
3060567706,零点分享,大一了,0,0
2938510397,icewater丶,13年出乎意料的能打,0,0
2913479609,吴sxx,小时代真是典型烂片出金曲,0,0
2909873106,弋蔚_,13年的歌还是挺能打的,0,0
2867715376,小董胖子,每年都有点好歌吧，别一棒子打死吧,0,0
2798266090,高贵冷艳黑猫警长,没扒谱一堆人说抄袭的，👴真的笑了。空耳鉴定抄袭还得看B站音乐大神,0,0
2638647320,羽生夫人yuzumt,好多超级优秀的作品！表白童年男神许嵩和现在最爱的乐团苏打绿！吴青峰牛逼我已经说厌了！,0,0
2638598639,羽生夫人yuzumt,林俊杰我真的没有刻意追过，但为什么他每首我都听过！,0,0
2592304302,Bamgod,打到2020了_(:з」∠)_,0,0
2582301019,你TM给我种花啊,[打call][打call],0,0
2578587662,Davrf,没有爸爸去哪儿吗,0,0
2571972165,是圆柚会也是园游会,2012年和2013年最起码好听的多，你们听听2018年和2019年就知道这TM都是啥？,0,0
2531506345,热爱改变人生,凤凰传奇稳定输出,0,0
2530786114,特仑苏苏哦,我都没想到那年居然炸成这样,0,0
2470221811,大口吃开心果,13年还在上高中，勾起了我好多回忆,0,0
2468595347,无聊的孤独患者,我仔细的看了榜单，大爷还是大爷，问题是大爷的接班人呢？？我们80后接好班了，接下来呢？,0,0
2459175579,十布鲜衣,对对对徐良许嵩汪苏泷，那个时代哈哈哈，喜欢许嵩，《江湖》让我真的感受到了江湖,0,0
2459147639,十布鲜衣,哦，对对对，我还挺喜欢看非常完美的,0,0
2439130879,乌鸦_Karas,某些弹幕搁着拉低b站素质呢？,0,0
2412266679,三十六万公里,这一年算是触底稍微反弹下吧。,0,0
2384280392,蒂亚普,讲道理能收录到这个榜单的都还挺好听的,0,0
2382747108,山与七生,13年花花出现了呀,0,0
2380101816,账号已注销,张杰那里刷闰土的恶心人,0,0
2374957370,灬慕夜,一三年质量差了太多了,0,1
2353265109,why秒,好像骂这些弹幕的人啊。。,0,3
2351510077,派海绵大,影流之主,0,0
2325017276,浅言吧,其实13年谢霆锋唱的《穿越火线还是可以的》[蛆音娘_OK],0,0
2285471338,晴枫_Kae,《爱一点》那里有个弹幕“翻唱渣渣”[微笑]哦您多nb啊？翻唱的都该死？翻唱就是抄袭是吗[微笑]想想长安忆等歌曲人家买了版权怎么就不能翻唱了？你家张韶涵蔡依林都有翻唱外国的歌[微笑]您真高尚啊[微笑],0,0
2270215242,oRObZlll,13也没有张震岳 阿岳就这么没牌面[喜极而泣],0,0
2256619169,好运来宝藏男孩,已经开始有一部分没听过了,0,0
2252084112,爷爷成,我选司马懿。,0,0
2246122104,提莫小粉丝唐成林,看了这么多期，感觉一直是那几个人,0,0
2241365048,账号已注销,走在冷风中，当时循环好久，我觉得这首歌才是内地歌曲的风向标,0,0
2209060187,葱姜大料花椒蒜,满屏弹幕听不懂民谣的人。。。使劲喊着喊着LOW，回头就跟别人回忆着朴树许巍，嘴边还哼唧着泰勒斯威夫特，我就奇怪了，同样是民谣，听不懂能别BB不？民谣就是这风格，懂你就听，不懂就别吭声，赶潮流没人说你，但是请别用有限的知识去评论。,0,0
2180435286,56894551,这一年名单里总共就听过五首。😂,0,0
2164688618,UnkindiedWitcher,我怎么在青黄不接的角度上，觉得华语乐坛有点像中国足球,0,0
2164507039,星系神帅,这么看13年挺好,0,0
2163906644,lc_LastCross,13 太炸了 重回巅峰,0,0
2160016857,露泥泥,我不管站着 躺着 跪着 趴着都要快乐 到底是怎样的快乐,0,0
2159386880,破产的苏韵锦,口区,0,0
2158778399,弹指焚香,才发现，KRV㎏唱的多的还是十年前的那些歌(⌒▽⌒),0,0
2158778082,弹指焚香,才发现，KRV㎏唱的多的还是十年前的那些歌,0,0
2157324056,good-at-goodbyes,13年比12年好太多,0,0
2156653200,我落泪情绪凌碎,感觉这一年还行，至少有那么些不错的歌,0,0
2154609048,清水寺の樱花,说实话，我更喜欢凤凰传奇的御龙归字谣,0,0
2154196475,陌上蝶梦寻,弹幕素质真的垃圾,0,0
2147047093,戒色吧副吧主,怎么说，五月天兰陵王被你吃了？,0,0
2142199276,不爱睡懶觉,许嵩一直被憨批大众放在汪苏泷徐良之流一起比 真的悲哀啊,0,0
2137460021,iforya,我的天空真没抄袭好吧 人家英文原曲作者好像都说了,0,1
2134968959,浪子灬青,我很希望以前的歌曲别再被抖音给发掘火起来，只留给我们一点平静的空间就好。,0,0
2132555586,等我开出大招,弹幕素质都让狗吃了吗,0,0
2132155923,同塵和光,菜鸡互啄啊,0,0
2131529167,小黑的黑发,看了一遍过来  你就发现   这些年  人都没怎么变   只是歌多了,0,0
2119742112,珈乐你跟我走吧,郝总那辆可怜的吉普车是辆大G[doge],0,0
2113837108,愛の吃貨,这年可以啊！,0,0
2112232506,老干妈伴面条,连凤凰传奇的歌质量都下降了,0,1
2111138336,热带雨林背面是荒漠,汪苏泷13年的《合照》是我最喜欢的，强烈推荐,0,0
2109402568,旧影3,一大堆弹幕贝多芬,0,0
2109259825,问君此去几时还i,up主，拜拜[吐][吐],0,0
2105342263,莫若忻,既然是排名，为何不分先后，这不矛盾吗,0,0
2103781854,精杠经第十八代传人,当年画室上课一个暑假天天都有苏打绿的新歌，真心不错 不过当时的张震岳新专辑出的蛮好的，不知道为什么很少人喜欢,0,0
2103698874,时雨墨轩,弹幕能不能不要阴阳怪气,0,0
2103490363,看看好视频,13年的质量是真不错 新老歌手都出了很好的作品,0,0
2102157373,Jason_涛,安和桥没有,0,0
2101896613,上山会梨衣,嗝~[小电视_害羞],0,0
