rpid,name,content,like,rcount,sentiment_score,analysis_result
2104015394,阿拉斯加_不撕家,其实每年都有好歌的，只是量多好歌的比例没那么高而已！,3,3,0.2515006253153764,negative
2103732252,虾滑少年,五年后再回首2015年，还会有现在看2005年的感觉吗，大概达不到，但希望乐坛能越来越好，迎来新的巅峰,3,0,0.9243971952849616,positive
2103698297,中二淺,只想对那群谁打不过谁的傻憨憨说，不看开头？说了排名不分先后，还在那边憨憨发言,13,0,0.026081983208105064,negative
2103539357,九鼎罗神,15年能打的很少，神曲没有,3,2,0.4623720304738287,neutral
2103474939,者也之乎者也,每次抢到沙发都会因为不会说话而上不了神评 啥都不说了我给大家拜个早年,3,0,0.6214088886476127,neutral
2103422490,深坑四棵树,不少都是影视的片头片尾或者配乐啊，有情境，就像mv的存在是有道理的。,3,0,0.3863882506942655,neutral
2103422490,深坑四棵树,不少都是影视的片头片尾或者配乐啊，有情境，就像mv的存在是有道理的。,3,0,0.3863882506942655,neutral
2103370826,wyl的小睫毛,开幕雷击！,3,0,0.15258541937922643,negative
2103363323,HONEY咩咩小姐,哇哦哇哦  封面是我花,10,0,0.6968191877724467,neutral
2103394642,你这么腻害怎么不去青青草原抓羊呢,这么多年全靠了同一批人[小电视_赞],7,0,0.8585837129445669,positive
2175876565,铃儿好可爱,"哈哈哈哈哈哈哈up辛苦了，眼看弹幕越来越暴躁。
受喷比较集中的这些人我也就对tf比较上心，但说实话看着他们发的满屏“?”和“裂开”，心里居然不是特别生气甚至有点想笑，一个原因当然是tf的走红确实尼玛离谱，谁能想到三个小屁孩玩儿似的唱了几首儿歌就火成那样，然后更是如火燎原一发不可收拾，恐怕连他们自己都懵了吧，简直就像莫名其妙被安排了(央s爸爸请正面回答这个问题)。也正因如此，虽然他们并没有做过伤天害理的事，只是几个未成年的小孩，却在持续几年间受到了很多来自成年人的恶意嘲讽和攻击，这些无疑造成了巨大的压力和伤害。
但好在他们没有被打倒，没有长特别歪(…我还是加个特别吧，源你懂我意思吧)，如今几人愈发成熟，开始有了话语权，也在用实力尽可能稍微扭转大众对他们的看法，这个过程很艰难就是了，毕竟心中的成见像一座大山嘛。幸运的是，随着造星工厂选秀节目的推出，两年间小鲜肉井喷式涌现，感天动地同事情，万般难处逃不过“全靠同行衬托”这六字箴言，在经受过一场“鸡你太美”的洗礼后，观众心灵得到了升华，容忍度得到了提升，再看不浓妆艳抹的国产爱豆加油男孩后，突然觉得顺眼很多！固然依旧有嘲，但里面更多的意味变成娱乐性质的调侃，而不是恶意中伤了。娱乐至上的时代，所有人都该有为娱乐“献身”的觉悟，明星更是如此。
二是因为三小只奋战至今，所拥有的不是危如累卵的流量，而是真正靠厮杀拼夺下来的资源、口碑，这些稳扎稳打的实力，不是过路人几句谩骂就能左右的。
艹我是不是认真了！我真的认真了！
对不起了四叶草萌我都是瞎jb扯的，和你们粉丝无关，我只是一个热爱音乐喜欢惹事闲的淡疼的无聊观众。

还有哦，拜托不要在弹幕里，放别人的歌的时候，一直逼逼赖赖你在等谁你要看谁，虽然不讨厌那个人但是观感很差！这种弹幕真的很敏感！发这种话的不是zz就是黑啊我觉得。
还有哦，薛某人就算了，他的知名事件勉勉强强算私生活，看他出来挨打还能图一乐，但蔡健雅是抄袭吧，抄袭是底线，这种行为很可耻的，怎么配上榜！这个人我不喜欢，快让她下ke！",4,0,1.0,positive
2136860626,chenling00,听完倒觉得不是歌的质量不好，总体来说好歌也不少，但是传唱度大不如前。或许是版权的限制，或许是娱乐方式的丰富，种种原因让好歌容易被埋没，一味说倒退的，不过只是觉得不熟，这某种程度上也跟时间有关,7,2,0.9998899334441785,positive
2103714752,擅长捉弄的要命同学,说实话质量挺高的啊,4,0,0.7457522669723994,positive
2122078470,姜太公电胖头鱼,世界从不缺少美好的事物，从来都是缺少发现美的眼睛,7,0,0.9945663305928928,positive
99389382784,昭宵礼喻,其实选错了……绿团应该选痛哀或者点名的，选了下雨的夜晚,2,0,0.9986019339662533,positive
4857206525,考研无名者,对，是[微笑]这里面是有人人品不好做错过事，那你骂别人就很有人品了是吧，站在道德制高点[微笑]他犯的错你没犯你就觉得有资格了？你犯过的错他没干过也不见得别人骂你啊,2,0,0.6507355552297776,neutral
3550626525,仙草意大利炮,2015年是小幸运年[喜欢],2,0,0.9393263931559521,positive
3235995324,NormanFFRockwell,一些歌手真的十年如一日的曲风，真的没有变过的。,2,0,0.7665529570590189,positive
2709775611,LALABA_小彩虹,苏打绿横扫金曲奖的一年，冬 未了神专！,2,0,0.992791269809111,positive
2329535494,陆渝洁,补充两首：陈粒《奇妙能力歌》，南征北战《骄傲的少年》,2,0,0.9999566163393367,positive
2181886460,天knight,其实这十几年歌坛依旧都是那些人，最多也就多了华晨宇 邓紫棋这几个实力特别出众的,2,0,0.9971623933645045,positive
2173455391,海盗船长的喵,不好的歌每个时代都有，同样也不乏好的歌曲。对于不同年龄段人群的审美也不同，不能说符合自己审美需求的歌就是质量好的歌，为什么一些歌有那么多受众其实是有原因的。时代在向前发展，而我们只会老去，就像当初周董同样也是被年长一代人的不认可，到现在的中年人的追捧，但也别忘了，新一代年轻人正在赶来的路上。歌曲本身没有高低贵贱。,2,0,0.9999999989057446,positive
2138480876,账号已注销,说真的那些说唱什么都一个味的，不知道每个歌手都有自己的个人风格吗[捂脸]你们喜欢的歌手在别人眼中也是唱什么都一个调，还全都是情歌[捂脸],5,0,0.004821971959571125,negative
2123662057,江碧鸟白,华语乐坛[笑哭]05年是那些人，15年基本还是那些人,5,0,0.8342704063778543,positive
2108270965,海绵宝宝制杖儿,打问号的人是不是脑子有泡啊？需要👴给你理理疏通？,2,0,0.006415621733428467,negative
2105875644,周杰伦我给你买奶茶啦,周胖子不出专辑气死我了！！,2,1,0.200210072207601,negative
2105875644,周杰伦我给你买奶茶啦,周胖子不出专辑气死我了！！,2,1,0.200210072207601,negative
2105335163,觅欢_Cotton_,弹幕都是来听人的，不是来听歌的,7,0,0.827580616763612,positive
2104506063,啥视频都看的宅男,汪苏泷的那首《得不到的温柔》应该是《登陆计划》专辑里最差的一首吧？《银河》、《睡前故事》、《不用紧张》、《地动山摇》都比这首强吧。。。,2,2,0.9999242975540453,positive
2104150537,柚甜柚子ovo,他来了他来了！他带着2019的waitwaitwait来了！,5,0,0.7564943271273764,positive
2103455145,Q达不溜,"1，不为谁而作的歌 林俊杰
2，陪你度过漫长岁月 陈奕迅
3，你曾是少年 s.h.e
4，你的爱 王力宏
5，小幸运 田甄馥
6，念念 刘若英
7，清风徐来 王菲
8，默 那英
9，我变了我没变 杨宗纬
10，失语者 蔡雅健
11，多远都要在一起 邓紫棋
12，勇敢 五月天
13，下雨的夜晚 苏打绿
14，当你老了 赵照
15，我的梦 张靓颖
16，演员 薛之谦
17，易燃易爆炸 陈粒
18，再见只是陌生人 庄心妍
19，年轮 张碧晨
20，红颜旧 刘涛
21，远在眼前的你 王心凌
22，可以的话 梁静茹
23，简爱 孙燕姿
24，不将就 李荣浩
25，搞笑 胡彦斌
26，隔壁花 周笔畅
27，血腥爱情故事 张惠妹
28，异类 华晨宇
29，反正我信了 苏见信
30，来自天堂的魔鬼 邓紫棋
31，就是现在 王力宏
32，无条件 陈奕迅
33，初夏 刘瑞琦
34，一次就好 杨宗纬
35，关键词 林俊杰
36，千古 许嵩
37，得不到的温柔 汪苏泷
38，创作者 徐良/本兮
39，一念之间 张杰/莫文蔚
40，国王和乞丐 华晨宇/杨宗纬
41，绅士 薛之谦
42，不说再见 好妹妹乐队
43，走着走着就散了 庄心妍
44，宠爱 tfboys
45，bad girl 吴亦凡",2,0,1.0,positive
2103384980,-吳彥祖,手机快没电了坚持看了up的视频 看完最后一首莫名电又满了,9,0,0.5507771187388999,neutral
118118324528,冀州傅九爷,"其实肉眼可见的下降 
不过唱作大佬依然稳定 譬如 林俊杰 周杰伦 王力宏",2,1,0.9922873862803843,positive
2105050407,先点燃一束烟花,“每年年底贡献年度歌曲的男人”非常真实了 弹幕出来挨夸,3,0,0.9968858092868194,positive
2106180097,一言一羲,"华晨宇音乐合集
十大精彩现场av12340665
18年十大现场av39879067
17年十大现场av19226854
16年十大现场av8468762
13-14十大现场av2028854
歌手2018华晨宇歌曲集av37746942
天籁之战1.2集歌曲集av18043105
13年快男cut：av14831380
16年深圳演唱会av6404723
新歌：斗牛av31541638",5,0,0.00030057250902482124,negative
5748819308,哗枯huaku,其实我感觉可能是审美观念不同。比如说一些老歌，我就欣赏不了。不论是哪个时期的，我觉得好听就喜欢。就算是老歌，别人吹的再厉害，我听了觉得不好听，我也不喜欢。,1,0,0.9714594444992791,positive
5039450000,亮治什么戏,弹幕质量真的太低了,1,1,0.43915219282729023,neutral
5000232277,破的镇魂歌,讲道理的确是质量下降了，虽然每年依然有几首好歌，但是总体占比太少了。举个例子，演员。小幸运这些歌其实非常好了，但是这一年有几首演员这种级别的歌？而老的时候那些没上榜的真不必上榜的差，这就是区别。,1,0,0.9901149213388174,positive
4808751075,小心我用鲨齿给你梳头,弹幕是来听歌的还是来评价人品的,1,0,0.6599259477676448,neutral
4689189641,盖世普通人,从去年开始，八个字形容：江郎才尽，后继无人。最好听的竟然是薛巨蟹你敢信,1,0,0.3437023262585268,neutral
4378446734,不想回诺坎普,不为谁而作的歌是我这几年听的华语歌个人最喜欢的一首。放在0几年在我心里也是最好的。,1,0,0.41621204444864734,neutral
3946626146,憨憨的voidMain,我的滑板鞋是不是15年的啊，为啥没有啊。我觉得15年最洗脑的曲子了[喜极而泣],1,0,0.016776793221763064,negative
3747280859,搞事倾城,弹幕素质要是好一点就好了,1,0,0.749007952268937,positive
3371345018,极昼中的天使,神仙打神仙的，菜鸡啄菜鸡的[抠鼻],1,0,0.6148378623471448,neutral
3278044679,春笺i,最后两首，[热词系列_我裂开了],1,0,0.32750315260382346,neutral
3194884435,小唐啊阿糖,有些人不是看歌  是看人,1,0,0.7636901555230408,positive
3185172783,登徒子奇遇记,这tm叫没落？？,1,0,0.077586586530218,negative
3021159570,可长点心吧,第一次听bad girl是在QQ炫舞手游，打排位赛放的这首，当时听得我头都要炸了，为了排位硬是忍着没退出，从此看到这首歌必ban,1,0,0.9759450286468125,positive
2852851547,太阳他终将升起,李荣浩吴青峰是正经的华语乐坛接班人，继承了上一代的词曲才华,1,1,0.9999946286931141,positive
2818373525,枫迩风,我不能理解有些人一遍叫嚣着华语乐坛江河日下了来来回回就这么几个人了故作感慨，但每当新生歌手出来有所创新时却一直闭眼贬低瞧不起，呵呵，华语乐坛没落除了创作者更大一部分原因是原地踏步的听众！,1,1,0.997638983113227,positive
2759173362,黑山羊yj,有些人就tm不是来听歌的，遇到某些歌手弹幕就开始了。真的给我看吐了,1,0,0.8756045724199403,positive
2454868930,达瓦里希D,一群人啥都不懂就开始动不动汉化组，改编和抄袭不是同一个概念好吗,1,1,0.4548894321579614,neutral
2396217578,缱绻喵呜,15年！还有一首罗生门的！！！！念念不忘耿耿于怀罗生门啊！,1,1,0.9343579873250246,positive
2342766856,萧瑟于秋,我竟然觉得tfboy的宠爱也挺好听的,1,1,0.9245243562066963,positive
2173374168,海盗船长的喵,有些人把自己的偏见当成真理还自觉得很高尚[微笑],1,0,0.9969844041117855,positive
2164524384,UNM_九月,听歌就听歌，搞不懂那些非要在弹幕里刷汉化，渣男，251的是有病么？,1,0,0.8724667889221795,positive
2153121303,谢乐意,我从up主剪的2007年的音乐一直看到2014年的，感觉听过的越来越少，虽然大部分也都听过，但总不像0几年那么几乎全都听过了，而且感觉分水岭就是青春修炼手册，不是说这首歌不好，而是感觉这首歌以后就代表我好像老了,1,1,0.8102634666220848,positive
2152187358,123580asd,二哥呀，爱你呦[喜欢][喜欢][喜欢],1,0,0.895283559947576,positive
2146102475,1983-年小巷_,二哥还是那么帅[偷笑],1,0,0.9517002860485521,positive
2124806574,迷人的高等数学,2015年还有苏运莹的野子,1,0,0.9191011583398984,positive
2123728095,我永远喜欢文乃,看到最后的压轴立马就投币了[大笑],1,0,0.3088952816261301,neutral
2118080520,樱花树下葬着尸体,感觉弹幕越来越不能看了,1,0,0.7407338749034414,positive
2115896069,SWzdhbggm,tf和cxk比起来还是顺眼不少的，虽然曲风偏年轻了点，但是旋律好听啊，他们不少歌跟着也唱过，cxk是真的接受不来，虽然鸡你太美我现在也喜欢没事来两句[吃瓜],1,3,0.9991278020473306,positive
2114207648,英骁豪,不是，我真的。15年有一首悟空啊,1,1,0.7807814817525699,positive
2111010771,圆圆的肉丸呀,事实证明不是唱歌的人的问题，是听歌的人的问题。我并不认为15的歌比十年前质量差,1,2,0.10923287841818674,negative
2108549775,ccゲ,讲道理除了jj和那英还有薛之谦还行，其他已经明显下降了很多，2哥e迅的也确实不如之前了,1,0,0.9985627477595149,positive
2107400046,poookio,从01年的看到了这期15年的，林俊杰是真的牛，一直高质高量，走到今天[支持][支持][支持],1,0,0.9799999291361233,positive
2106466356,盖世英雄ぺ,王力宏牛批[打call],1,0,0.8465611666117133,positive
2105967460,江生白沙,无语弹幕礼仪在哪里[呆]骂几句就能显得自己很品味高尚吗[无语],1,0,0.9417581029662436,positive
2105242353,白嵐君丶,马上就开始选不出来了,1,0,0.5055847060636732,neutral
2104894524,忘川经年,16年《青年晚报》王炸预订[打call],1,0,0.9299709082729871,positive
2104126891,月胧间,咦嵩大这一年就出了这一首歌?我搜索一看我才明白是为2016年十年专辑《青年晚报》做铺垫啊!!!,1,0,0.9974765986069378,positive
2103672988,佬功-_,天上神仙在打架，地上菜鸡在互啄,1,0,0.350772938104314,neutral
2103597860,-悦-,封面，爱了爱了[害羞][害羞][害羞],1,0,0.9219595580161304,positive
2103530458,睡前一杯咖啡,打call,1,0,0.33333333333333337,neutral
2103504365,红底新手,冬未了就挑了一首出来?,1,3,0.9387642655302315,positive
2103491644,海绵啊海绵船长,马上就到19年了，到了19年以后，再从头往后捋么,1,0,0.19714989491369384,negative
2103469209,每天想着如何躺平,为什么没有《你举起右手点名》和《痛快的哀艳》？,1,1,0.9296586095839402,positive
2103420928,把每一天都睡好,终于有一次这么前,1,0,0.6011408242162842,neutral
2103415883,YuShunnnnnn,"1不为谁而作的歌  林俊杰
2陪你度过漫长岁月  陈奕迅
3你曾是少年  s.h.e
4你的爱  王力宏
5小幸运  田馥甄
6念念  刘若英
7清风徐来  王菲
8默  那英
9我变了我没变  杨宗纬
10失语者  蔡健雅
11多远都要在一起  邓紫棋
12勇敢  五月天
13下雨的夜晚  苏打绿
14当你老了  赵照
15我的梦  张靓颖
16演员  薛之谦
17易燃易爆炸  陈粒
18再见只是陌生人  庄心妍
19年轮  张碧晨
20红颜旧  刘涛
21远在眼前的你  王心凌
22可以的话  梁静茹
23简爱  孙燕姿
24不将就  李荣浩
25搞笑  胡彦斌
26隔墙花  周笔畅
27血腥爱情故事  张惠妹
28异类  华晨宇
29反正我信了  苏见信
30来自天堂的魔鬼  邓紫棋
31就是现在  王力宏
32无条件  陈奕迅
33初夏  刘瑞琪
34一次就好  杨宗纬
35关键词  林俊杰
36千古  许嵩
37得不到的温柔  汪苏泷
38创作者  徐良  本兮
39一念之间  张杰  莫文蔚
40国王与乞丐  杨宗纬  华晨宇
41绅士  薛之谦
428锁再见  好妹妹乐队
43走着走着就散了  庄心妍
44宠爱  tfboys
45bad girl 吴亦凡",1,0,1.0,positive
2103406834,G胖打骨折,05年是这些人，15年还是这些人，原来十年已经过去了,1,0,0.9110783781203643,positive
2103399239,香菜达咩人,快到有鸡的年代了[呆],1,1,0.8881255582481586,positive
2103388518,独孤万千l,前排！,1,0,0.5,neutral
2103371968,雨季会降临赤地__,蹲个课代表～😆,1,0,0.8436224238140002,positive
2103357779,承汝之愿,好听[打call],1,0,0.31041609369117307,neutral
125130710096,醉鸟忆风,我突然发现，我的歌单都是随着<我是歌手》更新的。[妙啊],1,0,0.8441686906433069,positive
117558133744,韩少功来了,是我老了吗？2015开始后面的歌 我听不下去了 感觉他们都是在鬼吼 立马切回91开始重听,1,0,0.06763443441897765,negative
108744703872,cae難破船,薛之谦那里的弹幕太恶臭了吧，不是早辟谣了，，，,1,0,0.9418873467312798,positive
100488839440,金额刚到家233,说薛之谦渣的给我整无语了，吃瓜不吃完可以还非要让所有人知道你有多无知，去看看https://b23.tv/BV1Ax411u72v,1,0,0.5903334092293865,neutral
2509329097,mitsui1414,这个视频下面开始出现撕逼了，为什么，因为流量歌手出现了，他们的脑残粉出现了。质量差还说不得，惹不起啊，继续敝帚自珍，自嗨吧。反正没吃过山珍海味的人，吃屎也觉得香。,2,1,0.009148984411870176,negative
2127426910,账号已注销,"华晨宇！
火星大魔王！
向来只拿实力说话！
他是歌手不是明星！
他的歌迷都是一场一场唱出来的！",2,0,0.990539015840434,positive
2124783443,换个太阳温暖你,我家宗纬三杀！,2,1,0.5552058327662225,neutral
2110251113,啊哈哈哈大蒋蒋,虽然但是……TFboys的歌感觉传唱度还蛮高啊，本来各个年龄段就有自己喜欢的歌，对年轻歌手还是多鼓励吧，要不然大家真的都跑去演戏了,2,0,0.9999584048053158,positive
2103540496,深碍舆久绊,建议十年前后的 年榜10-20名比较[doge] 一直觉得榜单前十会落下好多好歌[吃瓜],2,0,0.4339322906187899,neutral
102779874080,不想搭理叫我哈尼,弹幕喜欢踩一捧一。习惯了，,2,0,0.562666818602299,neutral
2828736027,涉世不深的9308,华晨宇不是华语乐坛领军人，是华语乐坛领军唱作人！唱作人！并且这不是歌迷自封的，是经过各大卫视各大品牌认证的！华晨宇本人受到过格莱美大佬的欣赏，并且华晨宇五首歌曲入选2019版山东师范大学音乐学院声乐(男流行)考试曲目，原创歌曲《齐天》入选江苏省艺考曲目。实力真的很能打！（以上皆有证据，不信找我私信。）顺便说一句，华语乐坛领军唱作人这个荣誉加在他身上也不是一天两天了，这时候才拿出来说事大可不必。,3,2,0.9999999989695203,positive
2479455557,阿十栗,一到三小只的歌弹幕就全在骂 你不喜欢这首可以跳过 为什么要在大庭广众之下显露出你的低素质呢 再说 三小只现在的粉丝都比较理智 他们也都踏踏实实  如果做了什么伤天害理的事绝对不能纵容 可他们没有 为什么那么多人开口就是给我爬，滚，你币没了，呕，垃圾之类的。 真的心疼三只。,2,3,0.21514943932851482,negative
2692932149,梦见大猪_,谁没被黑过，我发现现在的粉丝都娇贵的一匹。就你华晨宇被黑过是不?华晨宇这点黑跟当年周杰伦国家民族层面的黑能比吗？还不都是过来了。是怎样就是怎样，不用在意流言蜚语，好的就会留下。也不用扯什么情怀滤镜，那些老歌的确经历了很多年都有人喜欢，这是不争的事实。新生代有人黑，这不是很正常吗，叫唤啥呢?时间久了，自然就能证明好不好。华晨宇水平行不行，自然是行，但是大家老生常谈的传唱度也不是瞎说，你们花圈到底是不是喜欢报团取暖圈地自萌，自己心里也应该有个数。各方面都很厉害的歌手，他们的粉丝，往往都崇尚不争，你们这么喜欢争，恰恰证明歌手的确存在不足。这叫什么，恼羞成怒。不仅仅是针对华晨宇，而是所有的新生代。,3,0,0.9999241165904742,positive
2683536970,吟游诗人ssyyyc,陈奕迅好铁，每年都在,1,0,0.8446988665530609,positive
2130191386,savagezy,从每首都会唱，到能跟着唱下来不到10首了[嫌弃][嫌弃],1,1,0.9872192210050292,positive
2122043175,账号已注销,卢本伟白展堂药。水哥洪世贤神楽mea,1,0,0.8475153641284524,positive
2105266453,机智的适欲,这基本已经是迅猛式下降了,1,1,0.6708282786745674,neutral
3772782873,模糊的蘑菇酱,这喜欢老歌手，喜欢经典的优越感，都溢出来啦。你们可真流皮,1,0,0.9888948125320827,positive
2343480037,我永远喜欢本庄鈴,"说句实话,相比华晨宇,我宁愿选择掏粪男孩的歌(=・ω・=)",2,1,0.8098731245461835,positive
99158211840,林家安歌,林俊杰每年至少两首[打call],0,0,0.7394091081910651,positive
97594555680,我大哥给我办的,确认完毕，从这一年开始我渐渐远离华语音乐了，虽然人大部分还是那些熟悉的人，但盲区的开始占据大部分了,0,0,0.8313673660807602,positive
97459905552,聽I这一季雨落,[嗑瓜子][吃瓜][doge],0,0,0.11613529292361291,negative
95176979216,该玩家已经成仙,吴签这个人已经被封杀，全网下架所有作品，你这个有危险啊，举报的话就寄了,0,0,0.1077945397808997,negative
94992808928,转运RNA被吴青峰回复过,封面不错，喜欢这首合唱的光年之外,0,0,0.9705182034470919,positive
93890736320,丨灬秦朝灬丨,TF里就易烊千玺还可以，其他两个被资本带偏了,0,1,0.9440158749713244,positive
