rpid,name,content,like,rcount,sentiment_score,analysis_result
2077221688,系你啊爸,回复 @bili_17305283644 :我不明白为什么没有让泪化作相思雨,7,0,0.19268347603809832,negative
2079190288,羽木尹,l我哭了,0,0,0.6826118215279866,neutral
2079687728,隔壁老实人老王,陈瑞以前还是个歌手[滑稽],1,0,0.9583097932274269,positive
2080247278,醒着做梦2016,插眼,0,0,0.3069648219355797,neutral
2082284699,bili_25125880367,只能说他们的业务能力是真的强。,0,0,0.5573996400109907,neutral
2087785961,少年她的,哈哈哈哈 五月天是离开地球表面啦 不是月球！！,1,0,0.9726388016196249,positive
2088330114,看病挂儿科,回复 @少年她的 :对哦，都没注意,0,0,0.9373355168951919,positive
2088401530,大卫戈登的一辈子,我震惊的发现只有几个大陆歌手。。,1,0,0.6666923400995932,neutral
2089170577,0912超级喜欢奶包,回复 @骑车卖报 :厉害了,0,0,0.4096181793541376,neutral
2091475922,吾疯非吾愿,给我上去,0,0,0.5262327818078083,neutral
2091542227,取义成仁今日事,滚上去,0,0,0.40000000000000013,neutral
2091682431,西瓜奶冻糕,是离开地球表面吧...？,1,0,0.90447446763686,positive
2092235153,看病挂儿科,回复 @苓铃花 :对啊对啊，之前都没注意，后来有人发现告诉我我才知道,0,0,0.06691523526724563,negative
2092507268,AE高桥凉介,蔡徐坤请求加入,0,0,0.7169493119171642,positive
2093680444,Sissi公举酱,王力宏大爆发,0,0,0.9887662256622285,positive
2094106204,凊休,神仙打架,0,0,0.8780844279994073,positive
2094450695,马云邪神,回复 @翼xiaoc :不赚钱了,0,0,0.07915465815640177,negative
2103875510,茶沐依霉13,表白杀手！入坑曲,0,0,0.4109092960950156,neutral
2106791676,约翰蓝侬555,离开地球表面五月天[笑哭][笑哭][笑哭][笑哭],0,0,0.9997912913701831,positive
2106904168,我们就此别过丶,插个眼复制,0,0,0.7157424025700038,positive
2108389197,橙子味儿少年,hutt不理想。,0,0,0.38979996139734696,neutral
2114784423,多解方程さん,是非题啊范玮琪的，这可是2008金曲奖获得者啊，给up补充一下,0,0,0.6197403386651285,neutral
2116617529,李大彪丶丶,"👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿
👍🏿👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾👍🏿
👍🏿👍🏾👍🏽👍🏽👍🏽👍🏽👍🏽👍🏽👍🏽👍🏾👍🏿
👍🏿👍🏾👍🏽👍🏼👍🏼👍🏼👍🏼👍🏼👍🏽👍🏾👍🏿
👍🏿👍🏾👍🏽👍🏼👍🏻👍🏻👍🏻👍🏼👍🏽👍🏾👍🏿
👍🏿👍🏾👍🏽👍🏼👍🏻👍👍🏻👍🏼👍🏽👍🏾👍🏿
👍🏿👍🏾👍🏽👍🏼👍🏻👍🏻👍🏻👍🏼👍🏽👍🏾👍🏿
👍🏿👍🏾👍🏽👍🏼👍🏼👍🏼👍🏼👍🏼👍🏽👍🏾👍🏿
👍🏿👍🏾👍🏽👍🏽👍🏽👍🏽👍🏽👍🏽👍🏽👍🏾👍🏿
👍🏿👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾👍🏿
👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿",1,0,0.25917217081084476,negative
2120214310,东南枝挂满了,离开地球表面，不是月球[捂脸],0,0,0.2990287283862352,negative
2132399061,铭心锴,感谢大佬[害羞],0,0,0.8788797673001306,positive
2136894180,pqpyqy,我爱孙燕姿,0,0,0.5486976325915107,neutral
2149233377,shippooo,边听歌边寻找你…,0,0,0.8538626632601923,positive
2156562979,神龍child,离开地球表面吧？,0,0,0.9131714428402997,positive
2159559508,bili_28136331,啊啊啊啊,0,0,0.890142453148024,positive
2164542678,一楼丶丶,我蒲公英的约定居然没有,3,0,0.534528075269346,neutral
2165250980,우주쪼꼬미,飞儿,0,0,0.5,neutral
2186672135,阿侬hobgoblin,左边,0,0,0.1216216216216216,negative
2187732800,一路向北啦啦啦啦,青花瓷第一,0,0,0.5242466112163107,neutral
2200274705,Az就是Az啊,前方高能。。。,0,0,0.639830636633836,neutral
2203457760,如我美人星眸冷,回复 @陆黑尾 :两个币就能解决,0,0,0.425883605072505,neutral
2210519475,滚滚滚回来,为了青峰,0,0,0.5,neutral
2220562956,小丑戏子_,还有.  Or undo. M htiweg  M&#39; I’m u ‘,0,0,0.0618705622193636,negative
2220566209,小丑戏子_,S,0,0,0.09090909090909094,negative
2226135453,豆尖儿OvO,我有20首没听过,0,0,0.3807663248530241,neutral
2238192834,羽皇冷冰焰,大部分都听过，还是熟悉的感觉，插眼，有空给歌单加几首歌,0,0,0.9247433261023947,positive
2240671626,大脸啊啊啊丶,潘帅,0,0,0.5,neutral
2249238561,那菈清心,下冒泡的等等我，一起走啊回忆啊,0,0,0.9474373940230782,positive
2251428979,不统一就绝对不改名,是个好人！！！！,0,0,0.3791031355598691,neutral
2253254696,救命啊太热了,回复 @阿西吧你是真的皮 :哈哈哈哈哈哈，阿婆主好像说了排名不分先后,0,0,0.6223901323543829,neutral
2275735115,喜欢你的陌生人,回復 @阿西吧你是真的皮 :那你自己排啊 神烦,0,0,0.4918023154365586,neutral
2307097076,冷鸟ゼぇ,离开月球表面？？,0,0,0.1313145515504156,negative
2320640192,我是芯芯呀,第10个，是什么，不是地球吗,0,0,0.8704002852749538,positive
2323149728,小叶小叶不想熬夜,回复 @骑车卖报 :我们是最炫民族风,0,0,0.9615120157509621,positive
2326579881,刚哥吹罡风,感动天感动地也是07年的,0,0,0.975139864744749,positive
2334313699,傲娇猫总,喜欢苏打绿,0,0,0.9685644716704912,positive
2380070876,悠流华,[吃瓜][吃瓜][吃瓜][吃瓜],1,0,0.3474730362549653,neutral
2394910187,Refrainny,？？,0,0,0.1718750000000001,negative
2524392665,小伙伴4号,我嵩哥！,0,0,0.5,neutral
2588123970,我是小乔丹,全体起立,0,0,0.32649808098307553,neutral
2589547396,红豆布丁冰奶茶,10是地球表面吧[tv_doge],0,0,0.8546465485077239,positive
2662322804,happykobe24,超级喜欢！！！！,0,0,0.31175192509449434,neutral
2752307045,辣条swag,哈哈哈哈哈哈哈哈哈哈,0,0,0.9957269865929866,positive
2762659973,Flipped丶い,07年没彩虹就真的假,0,0,0.8300782700852726,positive
2904998412,剑气已橫秋,青花瓷才54。离谱。,0,0,0.2331155662134784,negative
2953236291,igniz_dragonxv,同问，蒲公英的约定呢,0,0,0.6478280998852146,neutral
2978249954,_Jalousieeeee,回复 @阿西吧你是真的皮 :退后是依然范特西的.....,0,0,0.3784610177808774,neutral
2990668585,星落Rider,青花瓷难道不是07年排行榜第一名？,0,0,0.003378288848637001,negative
3311692805,SZKangdr,n,0,0,0.5500000000000004,neutral
3431926408,我是高比,杰伦有八个真的niub,0,0,0.8575958065469332,positive
3464571832,不爱吃饼干bIablabla,回复 @忌你忒美 :凤凰传奇才是重头戏,0,0,0.9548073702697609,positive
3540728887,Flipped丶い,差了个彩虹，蒲公英的约定,0,0,0.6415007447201272,neutral
3768410785,晴落先森,没崇拜就很迷,0,0,0.8606611229670309,positive
3768828269,エキイ,光良的童话呢[嫌弃],0,0,0.941896918632669,positive
3975238001,梦枕横舟听浪白,哈哈我在ktv唱过痒，我是男的，同事都笑疯了,0,0,0.8946982252842253,positive
4064852790,雁影云声断,最火的应该是陈楚生，横空出世形容都不为过,0,0,0.5506501074927548,neutral
4110896184,粥粥南-的南极星,97年的全听过，可怕,0,0,0.4684550686521538,neutral
4124260889,紫气东来X,感谢课代表[呲牙],0,0,0.8702611872835437,positive
4134254498,王里土唐の王子,玫瑰花的葬礼,0,0,0.9397103051779931,positive
4228055301,绿色篱笆,g,0,0,0.7499999999999999,positive
4275105661,混吃等死の老管家,辛苦,0,0,0.8200000000000001,positive
4416936656,萧瑟于秋,秋天不回来呢,0,0,0.4504492281310266,neutral
4450354376,昕儿Ya,回复 @椿天麗棏湫天 :对对对，这才是经典！,0,0,0.20079795732248573,negative
4610461069,惑惑惑,玫瑰花的葬礼不配有名字吗[doge],0,0,0.8701330687777534,positive
4791962706,kelubi,这个列表都可以做成怀旧歌单听了，66666,0,0,0.6158693082096024,neutral
5104345166,丶阿里文,回复 @エキイ :童话是更早的,0,0,0.817866132005114,positive
5244689721,张三不叫三也不姓张,回复 @阿西吧你是真的皮 :周董已经有不少了,0,0,0.4666303188852394,neutral
5442728919,大胖狗桃____,没有《万物生》？,0,0,0.9404344769045556,positive
5466201356,Red_Long,不是离开地球表面的吗,0,0,0.8472418948283436,positive
94206083120,TheCorleoneHan,没有周传雄吗，青花,0,0,0.44362844943481494,neutral
95511405888,天天爆笑,回复 @阿西吧你是真的皮 :是啊！蒲公英的约定越听越好听完全不腻耶！！,0,0,0.5950501572525303,neutral
99735762912,ikun癌鲲,回复 @通辽第一中单 :周杰伦表示我很忙,9,0,0.31373705052954626,neutral
103812381584,卡拉肖克标,月光呢[傲娇],0,0,0.7297953905324696,positive
113010434592,潜水的小红球,第60嘛。。。。让我想起初二的时候,0,0,0.4839177521913067,neutral
114451878880,绿萝uu,07年竟然就有了断桥残雪，没想到许嵩也是那个年代的,0,0,0.4267260874043812,neutral
115977633264,潜水的小红球,第60我有点印象[笑哭],0,0,0.32896946822654616,neutral
117644049792,泰康龙先生,姜玉阳 那么火都上不了榜？而李建那时候有几个知道他的？李建都能上榜？？你这是全凭个人喜好啊？？,0,0,0.0002853363605730408,negative
124912806336,抱机liu,真的需要两个vip 然后反复横跳才能听,0,0,0.1353632097503502,negative
125023112080,简单就好2018,没有周传雄蓝色土耳其跟青花，差评,0,0,0.22245788749440176,negative
2046230820,有只蜘蛛叫奈特,像这种视频长，标题生硬，不和大家打招呼，视频一股花里胡哨的，看着看着就突然结束的up，我tm反手一个关注，这tm不比那些跟营销号似的开场bb，放音乐时候bb结束还要bb一个视频死长死长死长还没多少东西的玩意好多了嘛！,6154,70,0.0014581895640231046,negative
2048051495,钟离玉雪,快把我的意大利……面拿过来请友军品尝,132,0,0.7394656235037262,positive
2049345908,老朽不才,快把我的意大利炮..........友拿出来给友军玩玩,322,0,0.3380761869291544,neutral
2054437533,给你一条x,快把我的青龙偃月刀拿出来……给友军削个苹果,66,0,0.9135704151805135,positive
2061425557,fimiger,你个b…………………………站用户,131,0,0.2768177000255777,negative
2068769760,伊江痕,你M勒隔…夜茶一定不要喝,68,0,0.52203666896118,neutral
2070917189,丨佩罗罗奇诺丨,厚葬友军,18,0,0.5724223260415108,neutral
2073587016,八方秋源楔,你她妈的……身体还好吧?,54,0,0.9267097227999928,positive
2075405466,柒玖在米兰当老铁匠,妈的智。。。。勇双全,64,0,0.8894897619258458,positive
2076819099,剑雅-莫离骚,来人赶紧把敌人的衣服给他换上,35,0,0.14609253272977596,negative
2076854278,枫灬华,3级就有这觉悟了?   你到底是谁的小号,24,0,0.8348053059058078,positive
2046066279,丶陌路君,最可怕的是，现在想听全这歌，至少要4个音乐播放APP。悲伤啊,2894,104,0.9957781149644095,positive
2047307709,是鸟哥呀,2007年的周董，自己出了《我很忙》专辑，他忙于自编自导自演一部可能自己永远都无法超越的《不能说的秘密》；他忙于在唱功巅峰之际举办世界巡回演唱会；他忙于一人承包整个电影的全部原声带；他忙于给陈奕迅写淘汰、给张韶涵写亲爱的那不是爱情、给张惠妹写如果你也听说、给容祖儿写小小，最后想问一句，杰伦，啥时候出新专辑呢？？？,1637,34,0.9999990363751101,positive
2048808357,爱吃西瓜皮跟籽,出了。。。一首。。[无语],28,0,0.44523410277172826,neutral
2049870788,斯_如素,07年是真的产量又高涉猎又广，难怪要出专辑《我很忙》，简直忙疯了[微笑],192,0,0.9745735536110998,positive
2052833593,Fantasy0114,还开了杰威尔公司当自己的老板！2007年周董超忙！[笑哭],112,0,0.956946821391465,positive
2062634237,犭苗口米,回复 @青阳主君吕归尘 :新专？奶茶他不好喝么，是哥们走一个吨吨吨,28,0,0.9999945118068033,positive
2079577316,情伤何时痊愈,循环了无数遍的电影，横扫了当年湾湾的一众奖项。,31,0,0.9806448906548811,positive
2080712297,人间如寄,给张韶涵的10分钟，不能作为忙的理由[滑稽][滑稽],58,0,0.026165212432839313,negative
2084341893,最后只剩猫陪我,杰伦:咕咕咕咕咕，懂？,17,0,8.340588671562621e-05,negative
2086388363,隼人,所以周董才是天才，近代那些个奇葩欺负人不听华语乐坛了，问题还有一群傻子跟风说蔡某鲲的好听，呵呵哒,45,0,0.4550380510401214,neutral
2089535086,十万个小屁孩,可能写好了给嫂子听嫂子不喜欢就不发了,9,0,0.19905676343950884,negative
2094222430,我是一只特立独行的猪猪女孩,我的天今天才知道07年这些歌都是杰伦作曲的，都是我超喜欢的歌![笑哭][笑哭][笑哭],26,0,0.9950802292951156,positive
2099768349,周泽楷的老婆三木,回复 @十万个小屁孩 :哈哈哈,0,0,0.8537900733710977,positive
2103855163,nikababa,结果给别人写的那几首歌都是我最喜欢的别人的歌,22,0,0.9644697648665798,positive
2117376567,燕儿ban,这么一看，确实太忙了，也太屌了吧,16,0,0.2362566251913346,negative
2126167595,昵称是酱油的大黄狗,回复 @犭苗口米 :来我请客，哥们咱干一个带椰果的，吨吨吨[doge],2,0,0.44068194176775743,neutral
2133912429,桃桃奶绿真好喝,07年的杰伦真的忙啊,16,0,0.7957126565588467,positive
2181917216,琅琊山伯爵,那年他拍的广告最多，再加上电影和专辑的宣传[偷笑],10,0,0.613443641617335,neutral
2281920383,bili_90130274869,回复 @斯_如素 :高产量，但质量也是非常高。哈哈,12,0,0.9791815774740387,positive
2281922987,bili_90130274869,回复 @十万个小屁孩 :嫂子今年新电影，结果除了说好不哭，杰伦又出了一首新歌我是如此相信。[喜极而泣],7,0,0.9383681496919272,positive
2285125886,怎样才能娶到白客,哇，原来这么多好听的歌也有杰伦参与[惊讶][惊讶][惊讶],3,0,0.9606957082599556,positive
2298092980,恭喜这个畀站用户,先出来个能打的 我在出新专,2,0,0.6420863559866207,neutral
2302904698,虚设良辰,要用忙碌来掩盖对佩岑的思念,2,0,0.9954902827177362,positive
2519941898,夏天的柚子小姐姐,因为哥哥失恋了，要用工作麻痹自己，小说都是这样写男主的[微笑][微笑],12,0,0.9999583706441344,positive
2532355148,大石剪刀,还有晴天娃娃,4,0,0.7297953905324696,positive
2634576731,real_27y,真的很忙了哈哈哈,3,0,0.9169211459164318,positive
2795857890,ii好糊弄,cp脑真的有点恶心,5,0,0.10304217619327216,negative
2901592283,Trust丶白夜,第一次知道这些歌是他写的[微笑],1,0,0.8679431954034889,positive
2955728145,墨念秀儿,回复 @Trust丶白夜 :所以周董是鬼才啊,1,0,0.5678314627638109,neutral
3618057678,听雪a,回复 @隼人 :别说了20年的大部分都是“合成”歌了，一首能抄三四首呢，光点呵呵了,1,0,0.27661702236813535,negative
3708386890,天之痕TT,"有什么办法，失恋只能用工作代替了
淘汰都不唱了，丢给医生",0,0,0.2309464089310601,negative
4146249464,枫zwww,给张韶涵写的歌10分钟可以忽略不计,0,0,0.6285930493491392,neutral
5151272955,49558453205_bili,回复 @品酒客丶 :咪咕[呲牙],0,0,0.09923434366696182,negative
5267957637,人活着就是为了木更,杰伦：我在玩,0,0,0.8142271400485955,positive
98910609200,Myhusband1,回复 @情伤何时痊愈 :我也是，放到现在都非常优秀，,0,0,0.9679797716638557,positive
105620899024,铜锣湾头旅游我,回复 @隼人 :还是那句话多关注华语乐坛，华语才是最屌的！！！,0,0,0.2954020267357531,negative
2047085397,小力哔哔哔,以前华语乐坛是不知道听谁的好，现在也是不知道听谁的好。没变啊！没毛病！😂,1190,20,0.34546658868989266,neutral
2045880764,大佬鼠啊,在看2006年神曲时，这刚发布，真巧[支持],923,23,0.052161771013639835,negative
2048179534,MagiaYan,经历了鸡你太美和大碗宽面的洗礼，现在我想对凤凰传奇说一声对不起,1181,22,0.9928959704575993,positive
2046300883,好名字都被占勒,"想起了那时候还是个小学生的我在QQ游戏下棋，在浩方上打CS，08之后去打cf，在QQ上认识了许许多多世界各地，天南海北的同龄人，大姐姐，老大哥。那时候我的千千静听总有那么几首BGM。

这世纪的头十一二年间，在智能机和3G 4G还没发展开的时候应该是网络交友最友好的时间段，很多人都是单纯为了交朋友而来到互联网世界，没有人会在乎屏幕前的人高矮胖瘦美丑，在那个消息传递远不如现在便捷的时候，大家从QQ这样的平台上隔着屏幕走遍大江南北，了解不一样的中国。
大家因为网络飞速发展的时代在茫茫网海中遇见了彼此，十多年过去了，他们中的大多数早就没了联系，有些人的头像已经暗了好久，我希望只是因为他们忘了账号。一切都好，家庭幸福，生活美满～
[小电视_笑]",381,24,1.0,positive
2046246037,脸肿字幕,98年的表示，我全都听过[害羞]，可能我真适应不了现在的某些歌曲了[生病],504,34,0.18439716281791485,negative
2055643175,搬搬_,以前电视里还会有那种音乐节目，每周会推荐新歌，发布排行榜，看到喜欢的记下来去网上找，那时候可没有什么粉丝打榜，好歌多到听不过来,338,13,0.8489704611315343,positive
2045898032,深坑四棵树,"1.不能说的秘密
2.亲爱的那不是爱情
3.杀手
4.日不落
5.月牙湾
6.专属天使
7.会呼吸的痛
8.逆光
9.中国话
10.离开地球表面
11.改变自己
12.无与伦比的美丽
13.爱情转移
14.倔强
15.如果你也听说
16.我不会唱歌
17.那年夏天宁静的海
18.小小
19.男人ktv
20.钟无艳
21.私奔到月球
22.你是我心内的一首歌
23.发现爱
24.黑糖秀
25.谢谢你的温柔
26.思念是一种病
27.晴天娃娃
28.酷爱
29.玩酷
30.特务j
31.梦里花
32.给未来的自己
33.最长的电影
34.我们说好的
35.湘南海鸥
36.我怀念的
37.空白格
38.淘汰
39.想太多
40.非你莫属
41.我们的歌
42.最美的太阳
43.爱死了昨天
44.爱在记忆中找你
45.痒
46.风吹麦浪
47.彩云之南
48.最后一个夏天
49.雨不停歇
50.断桥残雪
51.该死的温柔
52.有没有人告诉你
53.外滩十八号
54.青花瓷
55.白狐
56.天使的翅膀
57.等一分钟
58.老人与海
59.穷开心
60.自由飞翔",342,9,1.0,positive
2045914339,七冠似似花,好快啊,1,0,0.6666666666666666,neutral
2045926889,challengesky,还是打上歌手的好,3,0,0.8543320277139163,positive
2046004636,ChinaBTB,课代表出来！摩拜,1,0,0.9642523843739792,positive
2050465155,小王同学在努力178,太感谢了~正想建歌单呢,2,0,0.3069545363602838,neutral
2058623433,Variegated-carp,回复 @rabbit0609 :建了歌单告之声呗，我收藏[害羞],1,0,0.2907658206056428,negative
2176721451,夏目有人想,回复 @rabbit0609 :只要你建歌单，我就是你的粉丝了,2,0,0.347470498852286,neutral
2187510084,萧渐璃,"2007的歌曲整理了一个歌单
http://music.163.com/playlist?id=3125440635&amp;userid=264696980",11,0,0.5921166699732077,neutral
2311869706,琳咔咔咔,回复 @萧渐璃 :谢谢您！网易云歌单这里有了，浏览器打开就可以收藏了，小伙伴们快来啊,2,0,0.2508927962100248,negative
2618016323,超能黄瓜,回复 @萧渐璃 :谢谢！好人一生平安,0,0,0.7503422156510398,positive
2049279547,自导自演い,视频里杰伦3杀，5助攻！07年自导自演了不能说的秘密，承包了电影里所有的ost！出了我很忙这张专辑！给别人写的歌也都火了！年轻的杰伦太恐怖了！也太忙了！,318,6,0.7991956174247338,positive
2049988692,叶落苍穹,这一年跟开挂一样，写了多少大火的歌,16,0,0.14932660951326426,negative
2084346433,最后只剩猫陪我,夏洛特烦恼是不是暗示杰伦[doge][doge][doge][doge],1,0,0.9721308233637747,positive
2204762020,胖胖小飞贼,选秀那段是暗示周董,3,0,0.9440571919326596,positive
2242049999,小七一,分手出神专,0,0,0.7393721470940485,positive
2246810036,你的背彪,回复 @下一秒好运 :双截棍三年二班菊花台星晴,0,0,0.6304563517593688,neutral
2532357890,大石剪刀,07年还有演唱会,2,0,0.5759266026888332,neutral
2045873766,大佬鼠啊,从2006年华语乐坛来的举手,253,5,0.42495185430367055,neutral
2322543160,清清清清妜,举手🙋打破惨案,0,0,0.8537547346761506,positive
3474916276,黑暗的岸,我不一样，我是从2005听过来的[tv_doge],0,0,0.5184820102818465,neutral
3993257198,未完的,我是从04年来的,2,0,0.7190886231762019,positive
4533414504,DJ小易,举手,0,0,0.8,positive
4599135281,kououk,直接搜的2007来的ww,1,0,0.1822472429791353,negative
2046501154,天海佑希病晚期,原来我听断桥残雪的时候才10岁？我咋觉得刚过去不久？!,252,18,0.18625010007436327,negative
2046248064,脸肿字幕,"直说吧，各位听了有没有想哭的感觉[大哭]
没错，你老了[doge]",193,26,0.7793849164565495,positive
2046516480,da1zi,切歌的时候：尼玛再多放一会啊😱,202,6,0.06321307033560863,negative
2084100064,怪物Rex,总有人把锅甩给韩流，我就想笑韩流歌曲不差而且国内大量翻唱韩流的歌曲比如《不得不爱》《死了都要爱》都是很不错的歌，自己市场走偏了不能怪别人，韩国到现在每年都能出一堆好歌，他们的个人音乐还有团体都走上世界也产生了很多优质歌曲，所以总是把错怪到别人身上是最偷懒的方式，国内现在最大问题就是光想模仿欧美日韩的外表但是总抓不住核心，就像这些年的综艺节目抄都抄不到核心。,231,14,0.9999999932638495,positive
2048011855,月氵虫,小时候听双截棍，听不懂，不喜欢周杰伦，07年的时候开始听杰伦的歌，然后嵩哥发了《城府》，然后追了嵩哥12年了，前几年变得很讨厌周杰伦，因为那时候很多人说嵩哥抄的杰伦的歌，自己的偶像不被大众承认挺让人烦的，然后什么QQ音乐三巨头之类的[捂脸][捂脸][捂脸]，让自己愈发的讨厌杰伦。但是到最后长大了，杰伦结婚了，嵩哥跟老谢都跑去做菜了，也就感觉，不知道该干啥了，也就是这时候想到，或许当初喜欢杰伦的这帮人，也是跟我们一样，一开始不被大众认可的吧。现在再回头听这些歌，他娘的杰伦的歌我怎么每首都会唱[无语][无语][无语],185,22,0.2579016060659248,negative
2054280263,夜离渊,这才是真正的华语乐坛呐  虽然都是老歌 确实是一代经典 这里面90%的歌都是耳熟能详 歌手更是人尽皆知,45,0,0.9983805930630707,positive
2045924535,黯雨案语,下期吧肯定有小酒窝。稻香。北京欢迎你。下雨天。独家记忆。突然好想你。棉花糖。爱丫爱丫等等等等,152,2,0.054678568154998164,negative
2181178855,夏末千忆夜,弹幕里怎么那么多人看不上凤凰传奇？讲真这组合要颜值有颜值要才华有才华，歌曲传唱度高的令人发指,137,3,0.9990523892388213,positive
2076368537,烽少Madrid,在那个神仙打架的年代周杰伦依然能轻松完成八杀，独占鳌头，真不愧是华语乐坛的音乐皇帝！,61,6,0.9998201348550474,positive
2085368049,一只蓝云,为什么在彩云之南，月亮之上等这些歌的弹幕上会有问号呢？？这么多年了我还是觉得很好听呀,140,6,0.9693281224139462,positive
2057890985,田峄凡,我不希望等10年后有人听我们这个时代的歌的时候对他们留下印象的只有渡来渡去不知道渡谁的渡我不渡她，喵喵喵，汪汪汪的学猫叫，还有我真的很怕黑，怕黑你开灯啊的孤芳自赏[捂脸],50,2,0.06816838453510188,negative
2058169934,这个名字可以了吧,所以这都是上古大神，如今华语音乐已是末法年代灵气稀薄，所以华语音乐会跟修仙一样最后完结[doge],136,3,0.8806700615091518,positive
2045908139,这个刀让我补一下,现在是一年挑不出来几首能听的,39,3,0.84593171698317,positive
