rpid,name,content,like,rcount,sentiment_score,analysis_result,bertlabel
2724096297,人定胜凡,《死了都要爱》就是一个例子,1,0,0.5339434289923716,neutral,positive
2751752511,海总天下第一,虽然我没喜欢过他们的歌，但那首火起来的月亮之上那时听真的很惊艳，而且他们的歌不用自己听，就无意中听到几次就会唱一些了，传唱度高到离谱,24,0,0.9999431435343796,positive,negative
2912422932,老实人夸父,回复 @锤锤爱放电 :好像是印青老师作的曲,0,0,0.696510097940009,neutral,neutral
3085442354,An_zY,回复 @锤锤爱放电 :你可以去听听月亮之上的交响版，那叫月球保卫战,0,0,0.9882731970809092,positive,negative
3822436570,Sur1cata,流行本来就不是有啥有逼格的...照这个逻辑但凡听一点古典那不能把流行鄙视到死...,1,0,0.0125796352425615,negative,negative
4520579906,读坟者,"回复 @FreyaJiao :绝大部分古典艺术派的艺术家毕生都未被世人接受过，如果按照你的说法，群众都喜欢的就是艺术，他们是不是要改变风格来迎合当时的群众喜好呢？
额。。。人家说群众喜欢的就是艺术，这句话的反面应该是群众喜欢的也可能不是艺术，而不是你说的群众不喜欢的也是艺术，人家没说这句话，你的逻辑有问题",0,0,0.9999999170689364,positive,negative
4522380526,FreyaJiao,回复 @读坟者 :感谢指正逻辑问题，我想表达的是艺术是主观的，所以群众喜欢的就是艺术这个观点也许是时代社会甚至阶级观的结果，我其实想的是艺术并无定论，只有时代而无艺术,0,0,0.9999990186073454,positive,negative
2064989479,抓抓熊爪手,"确实明显不行了，许多歌都是0809的单曲新瓶装旧酒的专辑。
顺便补几首10年首发的好歌
错错错-六哲陈娟儿、快乐你懂的-快乐家族、套马杆-乌兰托娅、大笑江湖-小沈阳、着魔 -张杰、我从草原来 -凤凰传奇、雪-杜雯媞、我很快乐-刘惜君、想把我唱给你听-王筝＆曹方＆小柯＆老狼、苏州城外的微笑-后弦",118,16,0.9999999999999996,positive,negative
2102645325,杰时代,华语乐坛巅峰周杰伦，王力宏，林俊杰[点赞][点赞][点赞],92,7,0.999728834435792,positive,negative
2064298959,黄鱼鱼子ovo,嵩鼠来了耶耶耶！许嵩牛逼就完事了🤧,121,1,0.3139508182420027,neutral,negative
2064309785,上学威龙-,当年素颜真的是火遍大街小巷，而且男女老少都在听,83,0,0.9793218408680752,positive,negative
2064337208,四下流离时多想被安放,许嵩，徐良，汪苏泷，初中的歌单,62,5,0.9934454810937388,positive,negative
2064345300,面瘫shoujo,2010年小学毕业 六年级的时候每周五有个讲座 那时候哥几个拿着mp3 把周杰伦的歌从老到印第安老斑鸠到最新的都放在里面不听讲座听歌 跨时代好像是关注周杰伦的最后一个专辑 后来就没怎么听过也没关注过华语乐坛了,40,4,0.9999511487709654,positive,negative
2064612065,逍遥浪荡猪头三,就喜欢这种直接放的[打call],33,1,0.6083810939961298,neutral,negative
2064346816,大都督sima,没有超人不会飞和雨下一整晚？我觉得这是杰伦被低估的两首神曲,37,4,0.487938074571619,neutral,negative
2064541074,Zywooo-,当年的海派甜心太火了，真的火,33,1,0.49184068293873,neutral,positive
2535898588,tttttopiu,看到一个弹幕不能忍，在许嵩之后，说什么要在三巨头前面加上非主流，不然误导小孩子。   ?????他们不是非主流好不好，许嵩中国风歌词多好，汪苏泷小情歌也是自己创作，就徐良以前都是有点没营养的歌，但是最近听过一个北京巷弄还挺好的。现在的歌比他们那个时候还没营养好吗？不是他们非主流，是那个时候的我们非主流，所以才冠以他们非主流的标签。,28,8,0.9999999213052038,positive,negative
2064484497,今天还是活着的人呐,时代变了，就像我不喜欢三巨头，但我不能否认他们挺火的，慢慢也就接受了，现在还觉得汪苏泷唱歌挺好听。然后我又不喜欢tfboys了，后来慢慢发现他们的闪光点，会唱歌的唱歌，会弹吉他的弹吉他，会演电影的都开始演电影了，然后也就接受了。所以说白了，时代变了，哪个时代没有菜虚鲲这样充数的人啊，但是不能掩盖其他人的闪光点。,45,3,0.9999999946414024,positive,negative
2096913603,明年的我十八岁,"2019年11月11日0:46  天气 有点冷，但被窝还暖和

刚才，就在刚才，视频从QQ三巨头突然转到真爱至上，这突如其来的打击让我不禁在床上一阵抽搐，突然下铺室友给我扔了卷纸……好的，这笔仇我记下了",27,2,0.0194240352645018,negative,positive
2169231990,田六桶的大哥,认真坚持做音乐的依然是老林啊！,6,0,0.7763171270328326,positive,negative
2064308178,专门看电影的啊啊啊,朱碧石看多了，感觉罗志祥好奇怪[偷笑],25,1,0.905883115263848,positive,negative
2072074762,0号知了,徐良的话，我最喜欢《那时雨》《北京巷弄》,23,5,0.9960892020637964,positive,negative
2175674792,清欢§,"当年初中真的全是三巨头的歌[笑哭][笑哭]。
但是我们班一下课班上多媒体就放这个，初中同学录随便翻一页最喜欢的歌不是 不分手的恋爱就是七秒钟的记忆[笑哭]",7,0,0.9999986641910468,positive,negative
2077033403,NBA个人练习生,从零几年一直看到现在，发现这个up很喜欢把三大神放一起啊，每次周杰伦，林俊杰，王力宏都是前后脚出现[滑稽][滑稽],19,1,0.9284332314114068,positive,negative
3342726438,llqq000000,真服了，弹幕里居然有人说荷塘月色这首歌还行吧，个人感觉，凤凰传奇的歌传唱度，吊打这里百分之八十的歌曲,5,0,0.7583937692655823,positive,positive
2086628399,椰子椰子好吃,原来这么多快十年前的歌我还在天天听[喜极而泣][喜极而泣][喜极而泣],5,0,0.9477569957624208,positive,negative
2066089166,旧忆星语,庐州月一出来瞬间泪奔，我高中时的回忆啊，不知不觉喜欢许嵩九年了,22,1,0.9999969980844804,positive,negative
2067736561,老许的格洛米,我超爱许嵩。超爱!!!!!!不接受反驳!,21,1,0.8617208624097582,positive,positive
2064430408,处女座上的樱花仙,曾经很讨厌tfboy，觉得他们很垃圾，但最近一两年，我觉得tfboy也不是太讨厌，三小只确实很不错，反倒是菜虚鲲菜娘娘，真的讨厌，唱的真的不好听,6,0,0.1149440343658151,negative,negative
2453893697,李嘉图-M-Sakura-路,记得那年安徽卫视海派甜心超级火，杨丞琳和罗志祥知名度狂涨,17,2,0.9991360692064934,positive,positive
95340304864,阿楠_Gary,周杰伦、林俊杰、王力宏：我们仨[doge],4,0,0.8296880614016497,positive,negative
2173218513,真的很饱了,许嵩也算是撑起95后的一片天了,19,0,0.934830525992558,positive,positive
2156806044,弈凝雨,王菲的传奇呢,4,0,0.9982331504791734,positive,negative
2081959878,酒精棉团jjmt,好像魏晨的《千方百计》当时也挺火的？还有王菲的《传奇》，直接手机自带😂查了一下都是2010,16,0,0.998879796364218,positive,negative
2064524629,阿九是我的,许嵩徐良汪苏泷阿俏单色凌本兮,4,0,0.9964477089544628,positive,negative
2679935684,毛豆豆就是毛豆豆,你自己跟不上周杰伦超越时代的节奏就不要当丢人现眼了，当年多少歌也是不被主流认可的后来才觉得百听不厌，他已经跨时代了，而你还守着自己的审美度过余生[OK],14,0,0.9999846261975022,positive,negative
2181066332,一个人一座坟一生心疼,08年已经开始下坡了   09质量明显不行了  10就没得说了   最辉煌的04 05 06这三年的神仙打架   可怜现在的00后   听的都是什么   快餐歌曲,8,10,0.999802363628899,positive,positive
2064558095,陈朵拉lal,up主感觉马上就没歌啦,14,1,0.6675593003480329,neutral,negative
2064278904,透明小马甲,沙发,3,0,0.5362318840579713,neutral,positive
2296695778,在我爱你之前,说Jolin没了周杰伦越来越不行的那位 Jolin的歌后国专年歌都是离了周杰伦之后打拼出来的 和周杰伦在一起是芭乐公主 离了周杰伦才是华语舞曲女王[抠鼻],14,0,0.0032945714535254,negative,negative
3763231157,一个买不起But的男人,三巨头输在宣传，推广，运营等各方面，困死在了网络，个人浅见，没别的意思，其实我也蛮喜欢三巨头的。,4,1,0.7452615377445796,positive,negative
3687263960,llqq000000,荷塘月色没得黑，别跟风说土什么的，我觉得真的好听，押韵全是ang，那几年传唱度特别高,13,0,0.2341060011206166,negative,negative
2088281673,酱油郎和酱油姬,爱情买卖应该是09年的，因为那年我毕业，所以我记得很清楚。网上猫扑都把它整成神曲了,4,2,0.9901142553210536,positive,negative
2070992493,Nicktha汀,流行总体趋势的逼格骤降，高逼格的歌还是那些老前辈撑着，新的声音只有邓紫棋田馥甄阿lin等几个女歌手领头，剩下的全是QQ三巨头那类半青不熟的学生歌，以及还未灭绝的网络歌曲和衍生出的势头正旺的土歌。一股业界要完的气息。,22,15,0.9999408032866282,positive,negative
2065126718,箐雨yaa,杀马特时代[笑哭][笑哭][笑哭],4,0,0.9974245448015566,positive,negative
2095806886,龄人,你把我嵩哥名字打错了[嫌弃],11,1,0.5138016132787766,neutral,negative
5178869993,大辽莽夫,咱也不知道三巨头当年上哪里找了一堆颜值绝顶又纯又欲的女歌手来搭档[滑稽][滑稽],2,0,0.8756306182226418,positive,neutral
4960068382,猫猫喵喵喵喵呜,哈哈哈哈 总把周杰伦林俊杰王力宏放一起 把许嵩汪苏泷徐良放一起  前面是经典 后面是青春！,2,0,0.9999965473297696,positive,negative
4722365765,甘木寿,标签的“许嵩”写错了哦,2,0,0.5299316620676134,neutral,negative
4120875917,呼吸不野,这一年是新老三巨头交接啊[笑哭]但是华语乐坛还是走下坡路了,2,0,0.9392996546529928,positive,negative
3956102129,抗元英雄北条时宗,"跨时代-周杰伦
她说-林俊杰
需要人陪-王力宏
我们没有在一起-刘若英
雨爱-杨丞琳
爱不单行-罗志祥
美人计-蔡依林
潇洒小姐-萧亚轩
如果这就是爱情-张靓颖
情歌没有告诉你-梁静茹
星月神话-金莎
一丝不挂-陈奕迅
庐州月-许嵩
老街-李荣浩
写不完的温柔-邓紫棋
春秋-张敬轩
宝贝-莫文蔚
寂寞寂寞就好-田馥甄
给我一个理由忘记-Alin
这就是爱-张杰
我记得我爱过-何润东
启程-水木年华
新贵妃醉酒-李玉刚
越伤越爱-何洁
心疼你的心疼-飞轮海
爱上你-S H E
这叫爱-BY2
当你-林俊杰
烟花易冷-周杰伦
你不知道的事-王力宏
每一天都不同-郭静
错的人-萧亚轩
爱疯头-罗志祥
破心脏-吴克群
素颜-许嵩/何曼婷
小星星-汪苏泷
客官不可以-徐良/小凌
爱情买卖-凤凰传奇
荷塘月色-凤凰传奇",2,0,1.0,positive,negative
3707304416,不减10斤不改昵称,说实话，第一次听荷塘月色是在中秋联欢晚会，当时被惊艳到了，满月倒印在湖面上，风吹过，月影浮起层层涟漪，那氛围跟这首歌简直绝配！,8,0,0.9778090063610496,positive,negative
2655338480,凪平浪静的summer,开幕杰伦跨时代就开始玩电音，[热词系列_你细品],2,0,0.9089554236569,positive,negative
2315785105,VCA草鱼,许嵩徐良汪苏泷都上来了，本兮却被晾一边[笑哭],2,0,0.996079960977818,positive,negative
2128024166,ywchhh,10年是许嵩强势崛起的年头，而我也是专情到了现在,8,0,0.8890049554984957,positive,negative
2125029653,玖又四分之叁,不对啊，为啥从06到现在没王菲……,2,2,0.313613809818236,neutral,neutral
2120412868,隐刀狂魔萌萌玖,弹幕里一直BB的这个黄字真的想给他一砖头[小电视_好怒啊],7,0,0.93342810917272,positive,negative
2101625788,花茶和你,天天广场舞广场舞，广场舞大妈喜欢放，凤凰传奇又不是为了广场舞唱的，荷塘月色挺好听的，一直刷广场舞的有病？脑袋被门夹了？,7,0,0.9990361647043384,positive,negative
2083533024,courage森蓝,后弦可以的，我的摘抄本里全是后弦的歌词，笔墨伺候，闻鸡起舞，苏州城,7,0,0.957322409229237,positive,negative
2079046663,逗是忘尘的错,我什么歌都听，包括戏剧那种只要好听我都听，不过我最喜欢的是吴克群，第一首是他的《动》后面是他的《胡闹》入坑的,2,0,0.9972284684308812,positive,negative
2078547751,琦玉的粉丝,先赞再看,2,0,0.8870353750348868,positive,negative
2070853376,因为她看动漫,我想问一下，我看了好多期了，我一直感觉排名是从后往前排的。。也就是50应该是最火的吧。,2,1,0.1333134541586351,negative,negative
2064674527,闲逛不如去学习,感觉华语乐坛2010开始没落了,8,6,0.285076894637945,negative,negative
2064518358,明眸清酌,为爱启丞,2,0,0.7280131706957762,positive,negative
2064279280,烛渊胤芜,居然前面还有人[抠鼻],2,0,0.0607456719476589,negative,neutral
2064273601,像风走了八辈子,第一首就炸了[惊喜],6,0,0.9452398065059402,positive,negative
2064344998,comsol小白,我爱许嵩！,3,0,0.821444528885,positive,negative
2198059746,扶苏若木,求许嵩粉丝能不能不要提前“高能预警”在他的歌出来的时候发不行吗，拜托了,6,0,0.2891640267174887,negative,negative
96763980608,能哇哇De调diao,就爱王力宏~,1,0,0.9434893920401876,positive,negative
5052689334,喜欢林娜琏女士的兔牙,三巨头放在现在应该就是神了，那些年神太多,1,0,0.5452172461953638,neutral,neutral
4988667344,甘--樂,果然凤凰传奇才是最牛逼的,1,0,0.9670986667357582,positive,positive
4969514195,坠入Galaxy,我时常想以后的20后打开这种回忆经典老曲的视频该放什么，放那些火了一瞬的抄袭神曲吗，想到这里不禁为他们感到悲伤，为自己感到庆幸[doge],1,1,0.9999999227428358,positive,negative
4966055203,糖喔喔的糖,跨时代这张专辑真的太多好歌被埋没了……,1,0,0.9083390698839974,positive,negative
4735413384,孙老呆,前半段 嗨 后半段 骇[辣眼睛][辣眼睛],1,1,0.3696578174874816,neutral,neutral
4730851678,十点半的戴薇桃,嵩哥排面,1,0,0.2985904233020018,negative,negative
4186346493,恋爱烧仙草,我当时还磕了徐良汪苏泷的cp……[芮小凸小凹_怀疑],1,0,0.606837115436527,neutral,negative
3765984426,黑15号,还别说，弹幕说完看着莫文蔚还真有点像利文斯顿,1,0,0.7339947449952039,positive,negative
3720240003,八会打龟七,"04-07初中，神仙打架期，网络刚兴起忙着学习没空去网吧广泛听歌，不过大热门歌基本上都听过；
07-10年高中，由盛转衰期，学业压力大休息时间少就买了七八张周董之前的专辑（磁带）听，09开始的歌就不怎么熟悉了；
10年大学，结果有时间听听歌却听不到多少好歌了，huake！",1,0,0.9999974324180608,positive,negative
3617081258,海盗上海岛吃海带和海胆,那时刚好大一，花了整整一个月伙食费去看了周董首场跨时代演唱会，内场票好贵不过真的超值，周董近在咫尺[打call],1,0,0.9981205883404796,positive,positive
3611247694,MENGHAN丶,"当年的歌单
被风吹过的夏天
小酒窝
稻香
十年
一首简单的歌
夏天
这几首歌真的，不管有多少好听的歌，这几首歌就一直那么耐听，那么好听
我是01年的",1,0,0.9991233385431688,positive,negative
3499937983,在孤洲,周董<跨时代>这张专辑真的跨时代，2020年我才捡起来听里面的大部分歌曲，然后真香了,1,0,0.993266331463847,positive,negative
3179413985,KiIl_,刷问号的都没妈,1,0,0.0371182091897472,negative,negative
2615491038,bili_90130274869,这些人里，我只喜欢周杰伦，从小学喜欢到大学，十几年，从童年到青春，从未改变过。永远爱杰伦，杰伦加油！[2020][福到了][支持],1,0,0.9999992390314608,positive,negative
2206250650,我只舔一口,客官不可以的mv女主真的好像kei（是这么拼吗，老虎梨子那个）,1,0,0.0863847970693786,negative,negative
2192702545,只为遇见你伏笔,我的青春里有周杰伦的歌和其他好听的歌,1,0,0.98587782313351,positive,negative
2154829539,寒雪凌丶,周杰伦 林俊杰 王力宏最喜欢的三个歌手[点赞],1,0,0.9950121465809744,positive,negative
2154396795,暗黑破坏神5,我怀疑你是个广场舞大妈[嫌弃],1,0,0.2804896775475033,negative,negative
2113172892,0l0wl,up可以开个歌单吗？QQ[微笑],1,0,0.6559295990891888,neutral,negative
2108187660,玉子的饼干,感谢up2333，歌单多了十多首歌，好多歌真的记不住想不起来了[惊喜],1,0,0.9873626477435058,positive,negative
2087656886,爱幻想的小禹,诸神黄昏,1,0,0.8182313426953005,positive,neutral
2084305134,LLeoang,哪里有靓颖哪里就有我，为张靓颖站街,1,0,0.476708930117363,neutral,negative
2068198239,孤独的佳佳,又发现首好听的歌，错的人[大笑],1,0,0.766690167133708,positive,negative
2066546954,DetectiveJ,为素颜打call—陪伴高三的歌曲,1,0,0.9994742835010296,positive,positive
2066196878,游弋的云,弹幕里这么多反串黑吗？请你在为你的偶像犯花痴的时候也尊重一下别人的粉丝,1,0,0.9811895477525212,positive,positive
2064845943,提拉米粟粟,好多没听过,1,0,0.4570461354755653,neutral,negative
2064694049,露露不甜不要钱,10年确实好多都不知道了…,1,0,0.3560805066593553,neutral,negative
2064666096,给我来杯凉白开,听这些老歌就会回忆，然后就喜欢在回忆里找过去的自己，每一首歌都陪伴一些人成长，成长的片段就这样被拼凑起来，听着就感动[大哭],1,0,0.9999999995714112,positive,negative
2064314197,神鹿七雅,好多根本没听过的[笑哭],1,0,0.7918035269878911,positive,positive
2064288357,一只小黄球,感觉好多熟悉的歌啊,1,0,0.9013874687621038,positive,neutral
2064285715,苡丷远,前排,1,0,0.5,neutral,negative
115093649968,qazwsxoknijv,弹幕的许嵩粉丝每次提前十秒刷弹幕真够令人无语的，本来听着还可以，但为什么每个提前刷屏弹幕的都是许嵩粉丝啊，刷屏完迎接来一首捏着嗓子的歌，本来觉得能听也凸显的不好听了,1,0,0.9959929783337564,positive,positive
112353269776,八神太丨,10年那会是不是被韩流电音侵袭了，好多首电音。。,1,0,0.1204110489138429,negative,negative
2154362051,suokeee,10年后除了周杰伦王力宏蔡依林这些持续稳定输出外，没几个了，反倒是医生，jj，李荣浩，薛之谦这些早就出道的歌手突然爆火，别反驳，都是有实力但10年后很明显在大陆爆火了，最明显的就是薛之谦了,2,0,0.9999999812067724,positive,negative
2064436861,坠落lol,压轴3巨头，重轴双炸，完美！中间看到弹幕说，结尾必有炸，盲猜一首荷塘月色，看到爱情买卖还真的吓到了，没想到双炸,2,0,0.9994169930952164,positive,negative
2902565222,菊纳森菊斯达,开头永远是御三家 老三样 地三鲜 [doge],1,0,0.3835306808395017,neutral,negative
2410944924,三十六万公里,华语音乐在2010年到底发生了什么，质量断崖一样下降，几个能打的也没什么好作品了。,1,0,0.7558889648276211,positive,negative
2064331995,一只小黄球,还有王力宏 你不知道的事[惊喜],1,0,0.9547133654495336,positive,negative
99641301680,乌伽露露,不恐怖了，有感觉的歌少多了,0,0,0.3038751919481818,neutral,positive
97488890624,看不懂你们,歌曲《红装》歌手徐良发行日期2010年12月……感觉pu主漏掉好多红歌，嗯？？？感觉哪里不对发现好多歌曲网上搜到的发行时间和我听歌时间不对,0,0,0.7091883339207014,positive,negative
97448803328,聽I这一季雨落,[嗑瓜子][吃瓜][doge],0,1,0.1161352929236129,negative,negative
96148346240,我喜欢这个ID,一路看过来没有许巍朴树的影子[微笑],0,1,0.975532699357324,positive,negative
94833590816,梦回颖,三巨头还是牛逼,0,0,0.5881153806932389,neutral,negative
5830043015,大白的消失,老街在一零年竟然一点波澜都没有？！？！,0,0,0.5334320264511888,neutral,negative
5702468646,账号已注销,杰哥这首歌完全被搞坏了，对于那些没有听过原唱就先遇到鬼畜的听众，说是人生一大损失也不为过，真的是“娱乐至死”。可惜……,0,0,0.7232677961959055,positive,positive
5674312921,拓哉的老友,炫舞！！,0,0,0.8407704039281425,positive,negative
5673849431,破站小动摇,第638,0,0,0.4000000000000001,neutral,negative
5624202398,观众席观众,这一年开始入宅，基本不听国语歌了，恰巧华语歌坛也确实不行了。。,0,0,0.1620343599397889,negative,negative
5565368660,没有爱的天分,放歌能不能放全了啊，就差那一句,0,0,0.1047009915253026,negative,negative
5508567248,西非竹竽儿,海派甜心的歌被男女主承包了哈哈,0,0,0.2282719256865378,negative,negative
5389259133,我币不存在有,10年我已经高毕了。。。,0,0,0.1100137196349893,negative,negative
5309492097,回到05年的特兰克斯,林俊杰一直很稳,0,0,0.9297381554365054,positive,negative
5012093195,红叶林,有许嵩的歌曲合集吗？,0,0,0.8814424990704506,positive,negative
4978975783,自_渡,到了10年就感觉很多歌没听过了,0,0,0.6254281233239086,neutral,negative
4977322759,尊贵的酷狗会员,竟然没有本兮,0,0,0.1984743002674422,negative,negative
4900686205,阿基哈里斯,这一年六哲那么火没有一首？,0,0,0.2909831480106367,negative,positive
4883901148,huyujieaa,这首专辑最火的是灰色头像当时,0,0,0.4601719345087062,neutral,neutral
4866497100,D414,1：42 送给#朱一龙#。【叛逆者】,0,0,0.6187470755765857,neutral,negative
4798858761,零日蚀侵袭,王力宏林俊杰周杰伦三幻神，感谢有你们！,0,0,0.8254370653643865,positive,negative
4793014596,4床大神人物,就算质量下降了一些，不也比现在总体质量强啊,0,0,0.7282224881634476,positive,positive
4768676797,今天也喜欢阿银,认真数了一下，40首会唱28首，确实和之前几年几乎每首都会不一样了,0,0,0.7088785524909449,positive,positive
4717036271,Archero0l,质量真的下降了感觉,0,0,0.5225480535703437,neutral,negative
4624959598,孤孤孤孤孤孤云,真到不明白那些时空警察刷多人运动是在找存在 感？听歌就听歌回忆就回忆，烦不烦，都当大家山顶洞人这能不知道？,0,0,0.9239879369669028,positive,negative
4469655449,浅梦梨花雨,别说什么华语乐坛没落，那只是因为好歌没人听  流量之上给害的,0,0,0.6116803862246911,neutral,negative
4463190972,冷咖啡与茶,如今来看，只有周杰伦做到跨时代。,0,2,0.930233382716389,positive,negative
4431513725,小西几Leo,我懂了，凤凰传奇出来就代表视频结束了[OK],0,0,0.9760695334478524,positive,negative
4426621749,夏尔1001,夸世代  以后基本全部开放了    一大批歌手突然消失！！,0,0,0.972578019023666,positive,negative
4362612895,处女座上的樱花仙,好家伙，一看我收藏，01到10全收藏了，标题统一神仙打架，年年都有周董，合着周董把LOL里的功夫带这来了,0,0,0.9248665210453308,positive,negative
4173313295,bili_25143687420,虽然不乏好歌，明显质量下降。,0,0,0.8362457881352326,positive,neutral
4169534143,一个人の孤单,"《给自己的歌》是由李宗盛作词、作曲并演唱的歌曲，收录在纵贯线乐团2010年4月30日发行的专辑《南下专线》中 【1】  。
2011年，李宗盛凭借该曲获得第22届台湾金曲奖最佳作词奖和最佳作曲奖，该曲也获得了第22届台湾金曲奖最佳年度歌曲 【2】  。
算哪年的？",0,0,0.9995618893130852,positive,negative
4110979714,我明天一定三连,其实每年都有很多流传下来的歌,0,0,0.815818095379571,positive,negative
4108876082,沉入海底森林,大概对世纪之交出生的人来说，小学毕业到初中，全都是汪苏泷徐良许嵩他们。,0,0,0.9998473597905464,positive,negative
4055600621,吾乃小黄君,[doge],0,0,0.5,neutral,negative
3941139282,按F键,最后一首荷塘月色真的是贯穿我童年的洗脑神区,0,0,0.9466368702823338,positive,negative
3754377391,这是个很变态的名字,开头的跨时代也拉跨????这歌明明很强好嘛,0,0,0.9839594859623828,positive,negative
3737455066,Ashen灰烬,这年开始总体水平确实不行了,0,0,0.2313572096819423,negative,negative
3736786143,biubiubiuCheers,从01-10都听了，为什么没有邓丽欣吴雨霏呢？是不是我漏了啊？,0,0,0.8318377592280296,positive,negative
3645257899,诡谲大先生,可能我自己经历比较像我们没有在一起这首歌写的，所以看到弹幕那些鸟人因为没听过就逼赖是真的烦,0,0,0.616873929672509,neutral,positive
3640600861,猫小冬,很多人拿腾讯三巨头和全网三巨头做对比[呆][呆][呆],0,0,0.6598433052357433,neutral,negative
3623045332,摩多摩多摩拉多,统计根本就没有统计完好歌 每年唱衰 每年都不用查都能发现没统计上的好歌 比如10年 时间都去哪了,0,0,0.9999688766389534,positive,negative
3583993406,剣士Kenshi,我知道李荣浩还是因为他的《模特》在台湾获奖了[喜极而泣],0,0,0.9955801087359876,positive,negative
3554133282,悔いのないにじげん,凤凰传奇绝对传奇，传奇在于你的歌单里一首都没，但莫名其妙的都会唱，淦[傲娇],0,0,0.99988910952739,positive,negative
3554083630,悔いのないにじげん,当年海派甜心太火了。。。,0,0,0.6304645849844746,neutral,negative
3551610889,一梦浮生XD,战国期，港台和大陆进入正面对抗，港台音乐借助前期铺垫，在平台巨大优势前提下仍主导华语乐坛，但大陆本土音乐持续发力，隐隐有了与当时华语乐坛的港台资本分庭抗礼之势。,0,0,0.9999810738215004,positive,negative
3550648556,仙草意大利炮,寂寞寂寞就好！,0,0,0.9989652992796472,positive,negative
3534928715,吃蔬菜了吗,为什么没有high歌,0,0,0.7015622526298516,positive,negative
