-----------2005------------
('方大同', 0.004249672165087129)
('歌手名', 0.004249672165087129)
-----------2009------------
('很多歌', 0.006270039536310329)
('摩天楼', 0.006270039536310329)
('第一首歌', 0.006270039536310329)
('十一分', 0.006270039536310329)
('崔健', 0.006270039536310329)
('欧美音乐', 0.006270039536310329)
('卧槽', 0.006270039536310329)
('张靓颖', 0.006270039536310329)
('两首歌', 0.006270039536310329)
('郑中基', 0.006270039536310329)
-----------2010------------
('很多歌', 0.011147295631114676)
('许多歌', 0.011147295631114676)
('张靓颖', 0.011147295631114676)
('流行曲', 0.011147295631114676)
('刷屏', 0.011147295631114676)
('徐良', 0.011147295631114676)
('好歌', 0.011147295631114676)
('一整', 0.011147295631114676)
('王力宏', 0.011147295631114676)
('萧亚轩', 0.011147295631114676)
-----------2011------------
('很多歌', 0.015428055107658158)
('李佳薇', 0.015428055107658158)
('卧槽', 0.015428055107658158)
('张靓颖', 0.015428055107658158)
('遗珠', 0.015428055107658158)
('徐良', 0.015428055107658158)
('盖亚', 0.015428055107658158)
('王力宏', 0.015428055107658158)
('萧亚轩', 0.015428055107658158)
('李宗盛', 0.015428055107658158)
-----------2012------------
('很多歌', 0.009329313860402685)
('容祖儿', 0.009329313860402685)
('羊癫疯', 0.009329313860402685)
('张靓颖', 0.009329313860402685)
('受众面', 0.009329313860402685)
('两首歌', 0.009329313860402685)
('女团', 0.009329313860402685)
('轩辕剑', 0.009329313860402685)
('宇都', 0.009329313860402685)
('徐良', 0.009329313860402685)
-----------2013------------
('卧槽', 0.011102777677316295)
('张靓颖', 0.011102777677316295)
('双杰', 0.011102777677316295)
('两首歌', 0.011102777677316295)
('老许', 0.011102777677316295)
('刷屏', 0.011102777677316295)
('徐良', 0.011102777677316295)
('撑场面', 0.011102777677316295)
('好歌', 0.011102777677316295)
('锦鲤', 0.011102777677316295)
-----------2014------------
('很多歌', 0.008353772627403847)
('容祖儿', 0.008353772627403847)
('卧槽', 0.008353772627403847)
('许多歌', 0.008353772627403847)
('张靓颖', 0.008353772627403847)
('老许', 0.008353772627403847)
('方大同', 0.008353772627403847)
('轩辕剑', 0.008353772627403847)
('刷屏', 0.008353772627403847)
('徐良', 0.008353772627403847)
-----------2015------------
('第一首歌', 0.009540616096087853)
('强推', 0.009540616096087853)
('张靓颖', 0.009540616096087853)
('热板', 0.009540616096087853)
('排位赛', 0.009540616096087853)
('刷屏', 0.009540616096087853)
('徐良', 0.009540616096087853)
('好歌', 0.009540616096087853)
('领军人', 0.009540616096087853)
('高质', 0.009540616096087853)
-----------2016------------
('别上来', 0.009405059304465495)
('第一首歌', 0.009405059304465495)
('拉闸', 0.009405059304465495)
('张靓颖', 0.009405059304465495)
('千纸鹤', 0.009405059304465495)
('方大同', 0.009405059304465495)
('发呕', 0.009405059304465495)
('徐良', 0.009405059304465495)
('男歌手', 0.009405059304465495)
('撑场面', 0.009405059304465495)
-----------2017------------
('强推', 0.0072399362770833335)
('猎户星座', 0.0072399362770833335)
('现场版', 0.0072399362770833335)
('追光', 0.0072399362770833335)
('喜感', 0.0072399362770833335)
('好感度', 0.0072399362770833335)
('发呕', 0.0072399362770833335)
('九零', 0.0072399362770833335)
('刷屏', 0.0072399362770833335)
('徐良', 0.0072399362770833335)
-----------2018------------
('很多歌', 0.007013459965691221)
('第一首歌', 0.007013459965691221)
('好少', 0.007013459965691221)
('强推', 0.007013459965691221)
('遗珠', 0.007013459965691221)
('好酷', 0.007013459965691221)
('老许', 0.007013459965691221)
('百度搜', 0.007013459965691221)
('发呕', 0.007013459965691221)
('刷屏', 0.007013459965691221)
-----------2019------------
('很多歌', 0.004193266260030166)
('满地跑', 0.004193266260030166)
('喜恶', 0.004193266260030166)
('张靓颖', 0.004193266260030166)
('巴别', 0.004193266260030166)
('双杰', 0.004193266260030166)
('两首歌', 0.004193266260030166)
('老许', 0.004193266260030166)
('挺棒', 0.004193266260030166)
('郑中基', 0.004193266260030166)
-----------2020------------
('很多歌', 0.0069503388260000005)
('数过来', 0.0069503388260000005)
('卧槽', 0.0069503388260000005)
('张靓颖', 0.0069503388260000005)
('受众面', 0.0069503388260000005)
('两首歌', 0.0069503388260000005)
('郑中基', 0.0069503388260000005)
('九零', 0.0069503388260000005)
('男歌手', 0.0069503388260000005)
('撑场面', 0.0069503388260000005)
-----------2021------------
('第一首歌', 0.0030337576717590574)
('十一分', 0.0030337576717590574)
('滴耳液', 0.0030337576717590574)
('张靓颖', 0.0030337576717590574)
('老许', 0.0030337576717590574)
('阿花', 0.0030337576717590574)
('蛮有意思', 0.0030337576717590574)
('双节棍', 0.0030337576717590574)
('百景', 0.0030337576717590574)
('雷鬼', 0.0030337576717590574)
