-----------1991------------
('冰红茶', 0.005630084103685703)
('吉林路', 0.005630084103685703)
('音像店', 0.005630084103685703)
('郑秀文', 0.005630084103685703)
-----------2001------------
('修理店', 0.007255050966597077)
('德罗巴', 0.007255050966597077)
('绿帽', 0.007255050966597077)
('桥底下', 0.007255050966597077)
('冰红茶', 0.007255050966597077)
('暴走', 0.007255050966597077)
('许慧欣', 0.007255050966597077)
('小薇', 0.007255050966597077)
('奥特曼', 0.007255050966597077)
('李宗盛', 0.007255050966597077)
-----------2002------------
('泪目', 0.010542123018430334)
('彭彭', 0.006129046583774251)
('郑中基', 0.006129046583774251)
('那英', 0.006129046583774251)
('现场版', 0.006129046583774251)
('八杯', 0.006129046583774251)
('许慧欣', 0.006129046583774251)
('初中英语', 0.006129046583774251)
('好歌', 0.006129046583774251)
('破坏神', 0.006129046583774251)
-----------2003------------
('刺秦', 0.0063386583000456)
('好酷', 0.0063386583000456)
('一票制', 0.0063386583000456)
('小吃街', 0.0063386583000456)
('乡土风味', 0.0063386583000456)
('音像店', 0.0063386583000456)
('暴走', 0.0063386583000456)
('好少', 0.0063386583000456)
('好歌', 0.0063386583000456)
('顺子', 0.0063386583000456)
-----------2004------------
('弹不出', 0.02171980883125)
('金喜善', 0.02171980883125)
('伍佰', 0.02171980883125)
('恒毅', 0.02171980883125)
('戴假发', 0.02171980883125)
('女团', 0.02171980883125)
('王姐', 0.02171980883125)
('劲舞团', 0.02171980883125)
('爽歪歪', 0.02171980883125)
('王心', 0.02171980883125)
-----------2005------------
('那英', 0.00896817913032258)
('好歌', 0.00896817913032258)
('双杰', 0.00896817913032258)
('吴京', 0.00896817913032258)
('凌小姐', 0.00896817913032258)
('联众', 0.00896817913032258)
('蔡健雅', 0.00896817913032258)
('损友', 0.00896817913032258)
('台服', 0.00896817913032258)
('打野', 0.00896817913032258)
-----------2006------------
('林峰', 0.006584878091899574)
('试音', 0.006584878091899574)
('对味', 0.006584878091899574)
('现场版', 0.006584878091899574)
('可爱多', 0.006584878091899574)
('第一首歌', 0.006584878091899574)
('很多歌', 0.006584878091899574)
('蔡健雅', 0.006584878091899574)
('王心', 0.006584878091899574)
('抒情歌', 0.006584878091899574)
-----------2007------------
('林峰', 0.005360847532587736)
('高质', 0.005360847532587736)
('的花海', 0.005360847532587736)
('那英', 0.005360847532587736)
('现场版', 0.005360847532587736)
('买手机', 0.005360847532587736)
('好歌', 0.005360847532587736)
('李宗伟', 0.005360847532587736)
('男人篇', 0.005360847532587736)
('徐良', 0.005360847532587736)
-----------2008------------
('满血', 0.005623251477346279)
('郑中基', 0.005623251477346279)
('躺平', 0.005623251477346279)
('暴走', 0.005623251477346279)
('好少', 0.005623251477346279)
('跑操', 0.005623251477346279)
('好歌', 0.005623251477346279)
('顺子', 0.005623251477346279)
('男歌手', 0.005623251477346279)
('江珊', 0.005623251477346279)
-----------2009------------
('黑芝麻糊', 0.006067515343518115)
('两首歌', 0.006067515343518115)
('买手机', 0.006067515343518115)
('音像店', 0.006067515343518115)
('张乐', 0.006067515343518115)
('初中英语', 0.006067515343518115)
('音乐手机', 0.006067515343518115)
('好歌', 0.006067515343518115)
('玉美人', 0.006067515343518115)
('掉线', 0.006067515343518115)
-----------2010------------
('声卡', 0.0066765982958693565)
('林晓培', 0.0066765982958693565)
('呱唧', 0.0066765982958693565)
('超酷', 0.0066765982958693565)
('强推', 0.0066765982958693565)
('龙龙', 0.0066765982958693565)
('好歌', 0.0066765982958693565)
('元旦节', 0.0066765982958693565)
('田田', 0.0066765982958693565)
('李宗盛', 0.0066765982958693565)
-----------2011------------
('林峰', 0.00673482444379845)
('满血', 0.00673482444379845)
('两首歌', 0.00673482444379845)
('张钧', 0.00673482444379845)
('阿密', 0.00673482444379845)
('年初三', 0.00673482444379845)
('轩辕剑', 0.00673482444379845)
('魔教', 0.00673482444379845)
('好歌', 0.00673482444379845)
('奥特曼', 0.00673482444379845)
-----------2012------------
('满血', 0.007433517460962567)
('学姐', 0.007433517460962567)
('遗珠', 0.007433517460962567)
('帅哥美女', 0.007433517460962567)
('两首歌', 0.007433517460962567)
('大眼袋', 0.007433517460962567)
('强推', 0.007433517460962567)
('暴走', 0.007433517460962567)
('回到未来', 0.007433517460962567)
('奥义', 0.007433517460962567)
-----------2013------------
('对味', 0.007074136209669212)
('葫芦娃', 0.007074136209669212)
('两首歌', 0.007074136209669212)
('现场版', 0.007074136209669212)
('郑爽', 0.007074136209669212)
('手弹', 0.007074136209669212)
('好歌', 0.007074136209669212)
('失忆', 0.007074136209669212)
('蜘蛛侠', 0.007074136209669212)
('猎户星座', 0.007074136209669212)
-----------2014------------
('那英', 0.007316146132631579)
('阿密', 0.007316146132631579)
('强推', 0.007316146132631579)
('九张', 0.007316146132631579)
('好歌', 0.007316146132631579)
('李宗伟', 0.007316146132631579)
('老三样', 0.007316146132631579)
('徐良', 0.007316146132631579)
('满电', 0.007316146132631579)
('皮卡丘', 0.007316146132631579)
-----------2015------------
('郁可', 0.010877859420291174)
('双双把', 0.006324239150136488)
('大塘', 0.006324239150136488)
('欧美音乐', 0.006324239150136488)
('强推', 0.006324239150136488)
('作文题目', 0.006324239150136488)
('华年', 0.006324239150136488)
('好歌', 0.006324239150136488)
('玉美人', 0.006324239150136488)
('无名之辈', 0.006324239150136488)
-----------2016------------
('学姐', 0.007232402524453695)
('查无此人', 0.007232402524453695)
('恐怖片', 0.007232402524453695)
('那英', 0.007232402524453695)
('两首歌', 0.007232402524453695)
('强推', 0.007232402524453695)
('九张', 0.007232402524453695)
('好歌', 0.007232402524453695)
('无需多说', 0.007232402524453695)
('猎户星座', 0.007232402524453695)
-----------2017------------
('声卡', 0.006560017768758849)
('格老子', 0.006560017768758849)
('裁缝师', 0.006560017768758849)
('现场版', 0.006560017768758849)
('新人王', 0.006560017768758849)
('强推', 0.006560017768758849)
('作文题目', 0.006560017768758849)
('好歌', 0.006560017768758849)
('田田', 0.006560017768758849)
('新兵连', 0.006560017768758849)
-----------2018------------
('声卡', 0.006341550023722628)
('双双把', 0.006341550023722628)
('学姐', 0.006341550023722628)
('几版', 0.006341550023722628)
('两首歌', 0.006341550023722628)
('王小帅', 0.006341550023722628)
('好歌', 0.006341550023722628)
('无名之辈', 0.006341550023722628)
('双杰', 0.006341550023722628)
('满电', 0.006341550023722628)
-----------2019------------
('歌手名', 0.006459422700743495)
('整首', 0.006459422700743495)
('两首歌', 0.006459422700743495)
('捧杀', 0.006459422700743495)
('恶意中伤', 0.006459422700743495)
('强推', 0.006459422700743495)
('好歌', 0.006459422700743495)
('田田', 0.006459422700743495)
('无名之辈', 0.006459422700743495)
('很多歌', 0.006459422700743495)
-----------2020------------
('侦缉', 0.00823499860900474)
('两首歌', 0.00823499860900474)
('白素贞', 0.00823499860900474)
('好歌', 0.00823499860900474)
('李宗盛', 0.00823499860900474)
('男歌手', 0.00823499860900474)
('海椒', 0.00823499860900474)
('辣妹', 0.00823499860900474)
('第一首歌', 0.00823499860900474)
('丝都', 0.00823499860900474)
-----------2021------------
('胭脂扣', 0.01078407886113266)
('关之琳', 0.01078407886113266)
('两首歌', 0.01078407886113266)
('好歌', 0.01078407886113266)
('护花使者', 0.01078407886113266)
('李宗盛', 0.01078407886113266)
('潇洒走', 0.01078407886113266)
('忘情水', 0.01078407886113266)
('跌份', 0.01078407886113266)
('集齐', 0.01078407886113266)
